primary_key,codes,age,year,No
267,111160106,35 - 44 years,2009,23
268,111160106,35 - 44 years,2019,14
269,111160106,45 - 54 years,1989,126
270,111160106,45 - 54 years,1999,48
271,111160106,45 - 54 years,2009,29
272,111160106,45 - 54 years,2019,27
273,111160106,55 - 64 years,1989,117
274,111160106,55 - 64 years,1999,96
275,111160106,55 - 64 years,2009,52
276,111160106,55 - 64 years,2019,32
277,111160106,65 and more years,1989,142
278,111160106,65 and more years,1999,101
279,111160106,65 and more years,2009,119
280,111160106,65 and more years,2019,84
281,111160108,Total,1989,281
282,111160108,Total,1999,189
283,111160108,Total,2009,110
284,111160108,Total,2019,50
285,111160108,16 - 24 years,1989,98
286,111160108,16 - 24 years,1999,55
287,111160108,16 - 24 years,2009,9
288,111160108,16 - 24 years,2019,4
289,111160108,25 - 34 years,1989,28
290,111160108,25 - 34 years,1999,15
291,111160108,25 - 34 years,2009,6
292,111160108,25 - 34 years,2019,4
293,111160108,35 - 44 years,1989,28
294,111160108,35 - 44 years,1999,22
295,111160108,35 - 44 years,2009,9
296,111160108,35 - 44 years,2019,3
297,111160108,45 - 54 years,1989,43
298,111160108,45 - 54 years,1999,30
299,111160108,45 - 54 years,2009,24
300,111160108,45 - 54 years,2019,3
301,111160108,55 - 64 years,1989,53
302,111160108,55 - 64 years,1999,38
303,111160108,55 - 64 years,2009,22
304,111160108,55 - 64 years,2019,18
305,111160108,65 and more years,1989,31
306,111160108,65 and more years,1999,29
307,111160108,65 and more years,2009,40
308,111160108,65 and more years,2019,18
309,111160109,Total,1989,313
310,111160109,Total,1999,182
311,111160109,Total,2009,74
312,111160109,Total,2019,104
313,111160109,16 - 24 years,1989,112
314,111160109,16 - 24 years,1999,37
315,111160109,16 - 24 years,2009,11
316,111160109,16 - 24 years,2019,19
317,111160109,25 - 34 years,1989,26
318,111160109,25 - 34 years,1999,9
319,111160109,25 - 34 years,2009,4
320,111160109,25 - 34 years,2019,5
321,111160109,35 - 44 years,1989,29
322,111160109,35 - 44 years,1999,19
323,111160109,35 - 44 years,2009,5
324,111160109,35 - 44 years,2019,7
325,111160109,45 - 54 years,1989,36
326,111160109,45 - 54 years,1999,28
327,111160109,45 - 54 years,2009,11
328,111160109,45 - 54 years,2019,17
329,111160109,55 - 64 years,1989,49
330,111160109,55 - 64 years,1999,31
331,111160109,55 - 64 years,2009,14
332,111160109,55 - 64 years,2019,22
333,111160109,65 and more years,1989,61
334,111160109,65 and more years,1999,58
335,111160109,65 and more years,2009,29
336,111160109,65 and more years,2019,34
337,111160113,Total,1989,435
338,111160113,Total,1999,260
339,111160113,Total,2009,237
340,111160113,Total,2019,271
341,111160113,16 - 24 years,1989,127
342,111160113,16 - 24 years,1999,50
343,111160113,16 - 24 years,2009,28
344,111160113,16 - 24 years,2019,35
345,111160113,25 - 34 years,1989,35
346,111160113,25 - 34 years,1999,19
347,111160113,25 - 34 years,2009,14
348,111160113,25 - 34 years,2019,19
349,111160113,35 - 44 years,1989,54
350,111160113,35 - 44 years,1999,31
351,111160113,35 - 44 years,2009,21
352,111160113,35 - 44 years,2019,29
353,111160113,45 - 54 years,1989,69
354,111160113,45 - 54 years,1999,45
355,111160113,45 - 54 years,2009,39
356,111160113,45 - 54 years,2019,33
357,111160113,55 - 64 years,1989,72
358,111160113,55 - 64 years,1999,52
359,111160113,55 - 64 years,2009,54
360,111160113,55 - 64 years,2019,52
361,111160113,65 and more years,1989,78
362,111160113,65 and more years,1999,63
363,111160113,65 and more years,2009,81
364,111160113,65 and more years,2019,103
365,111160115,Total,1989,723
366,111160115,Total,1999,486
367,111160115,Total,2009,317
368,111160115,Total,2019,298
369,111160115,16 - 24 years,1989,276
370,111160115,16 - 24 years,1999,139
371,111160115,16 - 24 years,2009,53
372,111160115,16 - 24 years,2019,33
373,111160115,25 - 34 years,1989,77
374,111160115,25 - 34 years,1999,38
375,111160115,25 - 34 years,2009,39
376,111160115,25 - 34 years,2019,24
377,111160115,35 - 44 years,1989,66
378,111160115,35 - 44 years,1999,53
379,111160115,35 - 44 years,2009,27
380,111160115,35 - 44 years,2019,37
381,111160115,45 - 54 years,1989,106
382,111160115,45 - 54 years,1999,56
383,111160115,45 - 54 years,2009,44
384,111160115,45 - 54 years,2019,45
385,111160115,55 - 64 years,1989,98
386,111160115,55 - 64 years,1999,87
387,111160115,55 - 64 years,2009,42
388,111160115,55 - 64 years,2019,49
389,111160115,65 and more years,1989,100
390,111160115,65 and more years,1999,113
391,111160115,65 and more years,2009,112
392,111160115,65 and more years,2019,110
393,111160142,Total,1989,282
394,111160142,Total,1999,186
395,111160142,Total,2009,94
396,111160142,Total,2019,58
397,111160142,16 - 24 years,1989,121
398,111160142,16 - 24 years,1999,71
399,111160142,16 - 24 years,2009,12
400,111160142,16 - 24 years,2019,10
401,111160142,25 - 34 years,1989,27
402,111160142,25 - 34 years,1999,15
403,111160142,25 - 34 years,2009,13
404,111160142,25 - 34 years,2019,2
405,111160142,35 - 44 years,1989,38
406,111160142,35 - 44 years,1999,20
407,111160142,35 - 44 years,2009,14
408,111160142,35 - 44 years,2019,9
409,111160142,45 - 54 years,1989,43
410,111160142,45 - 54 years,1999,36
411,111160142,45 - 54 years,2009,10
412,111160142,45 - 54 years,2019,5
413,111160142,55 - 64 years,1989,25
414,111160142,55 - 64 years,1999,22
415,111160142,55 - 64 years,2009,23
416,111160142,55 - 64 years,2019,9
417,111160142,65 and more years,1989,28
418,111160142,65 and more years,1999,22
419,111160142,65 and more years,2009,22
420,111160142,65 and more years,2019,23
421,111160121,Total,1989,469
422,111160121,Total,1999,220
423,111160121,Total,2009,151
424,111160121,Total,2019,117
425,111160121,16 - 24 years,1989,116
426,111160121,16 - 24 years,1999,38
427,111160121,16 - 24 years,2009,21
428,111160121,16 - 24 years,2019,4
429,111160121,25 - 34 years,1989,35
430,111160121,25 - 34 years,1999,18
431,111160121,25 - 34 years,2009,6
432,111160121,25 - 34 years,2019,5
433,111160121,35 - 44 years,1989,28
434,111160121,35 - 44 years,1999,23
435,111160121,35 - 44 years,2009,11
436,111160121,35 - 44 years,2019,3
437,111160121,45 - 54 years,1989,67
438,111160121,45 - 54 years,1999,20
439,111160121,45 - 54 years,2009,24
440,111160121,45 - 54 years,2019,15
441,111160121,55 - 64 years,1989,105
442,111160121,55 - 64 years,1999,44
443,111160121,55 - 64 years,2009,20
444,111160121,55 - 64 years,2019,35
445,111160121,65 and more years,1989,118
446,111160121,65 and more years,1999,77
447,111160121,65 and more years,2009,69
448,111160121,65 and more years,2019,55
449,111160122,Total,1989,294
450,111160122,Total,1999,166
451,111160122,Total,2009,104
452,111160122,Total,2019,69
453,111160122,16 - 24 years,1989,90
454,111160122,16 - 24 years,1999,49
455,111160122,16 - 24 years,2009,19
456,111160122,16 - 24 years,2019,9
457,111160122,25 - 34 years,1989,22
458,111160122,25 - 34 years,1999,17
459,111160122,25 - 34 years,2009,10
460,111160122,25 - 34 years,2019,2
461,111160122,35 - 44 years,1989,23
462,111160122,35 - 44 years,1999,13
463,111160122,35 - 44 years,2009,13
464,111160122,35 - 44 years,2019,4
465,111160122,45 - 54 years,1989,38
466,111160122,45 - 54 years,1999,14
467,111160122,45 - 54 years,2009,15
468,111160122,45 - 54 years,2019,12
469,111160122,55 - 64 years,1989,59
470,111160122,55 - 64 years,1999,28
471,111160122,55 - 64 years,2009,15
472,111160122,55 - 64 years,2019,15
473,111160122,65 and more years,1989,62
474,111160122,65 and more years,1999,45
475,111160122,65 and more years,2009,32
476,111160122,65 and more years,2019,27
477,111160123,Total,1989,188
478,111160123,Total,1999,143
479,111160123,Total,2009,91
480,111160123,Total,2019,95
481,111160123,16 - 24 years,1989,58
482,111160123,16 - 24 years,1999,32
483,111160123,16 - 24 years,2009,19
484,111160123,16 - 24 years,2019,12
485,111160123,25 - 34 years,1989,17
486,111160123,25 - 34 years,1999,15
487,111160123,25 - 34 years,2009,5
488,111160123,25 - 34 years,2019,5
489,111160123,35 - 44 years,1989,12
490,111160123,35 - 44 years,1999,14
491,111160123,35 - 44 years,2009,10
492,111160123,35 - 44 years,2019,9
493,111160123,45 - 54 years,1989,28
494,111160123,45 - 54 years,1999,18
495,111160123,45 - 54 years,2009,15
496,111160123,45 - 54 years,2019,17
497,111160123,55 - 64 years,1989,42
498,111160123,55 - 64 years,1999,29
499,111160123,55 - 64 years,2009,13
500,111160123,55 - 64 years,2019,23
501,111160123,65 and more years,1989,31
502,111160123,65 and more years,1999,35
503,111160123,65 and more years,2009,29
504,111160123,65 and more years,2019,29
505,111160124,Total,1989,196
506,111160124,Total,1999,108
507,111160124,Total,2009,95
508,111160124,Total,2019,86
509,111160124,16 - 24 years,1989,71
510,111160124,16 - 24 years,1999,26
511,111160124,16 - 24 years,2009,11
512,111160124,16 - 24 years,2019,10
513,111160124,25 - 34 years,1989,16
514,111160124,25 - 34 years,1999,10
515,111160124,25 - 34 years,2009,7
516,111160124,25 - 34 years,2019,2
517,111160124,35 - 44 years,1989,18
518,111160124,35 - 44 years,1999,8
519,111160124,35 - 44 years,2009,16
520,111160124,35 - 44 years,2019,8
521,111160124,45 - 54 years,1989,31
522,111160124,45 - 54 years,1999,13
523,111160124,45 - 54 years,2009,15
524,111160124,45 - 54 years,2019,15
525,111160124,55 - 64 years,1989,28
526,111160124,55 - 64 years,1999,20
527,111160124,55 - 64 years,2009,9
528,111160124,55 - 64 years,2019,15
529,111160124,65 and more years,1989,32
530,111160124,65 and more years,1999,31
531,111160124,65 and more years,2009,37
532,111160124,65 and more years,2019,36
533,111160125,Total,1989,309
534,111160125,Total,1999,179
535,111160125,Total,2009,126
536,111160125,Total,2019,43
537,111160125,16 - 24 years,1989,97
538,111160125,16 - 24 years,1999,41
539,111160125,16 - 24 years,2009,14
540,111160125,16 - 24 years,2019,
541,111160125,25 - 34 years,1989,25
542,111160125,25 - 34 years,1999,17
543,111160125,25 - 34 years,2009,10
544,111160125,25 - 34 years,2019,3
545,111160125,35 - 44 years,1989,38
546,111160125,35 - 44 years,1999,18
547,111160125,35 - 44 years,2009,11
548,111160125,35 - 44 years,2019,4
549,111160125,45 - 54 years,1989,38
550,111160125,45 - 54 years,1999,39
551,111160125,45 - 54 years,2009,14
552,111160125,45 - 54 years,2019,6
553,111160125,55 - 64 years,1989,50
554,111160125,55 - 64 years,1999,28
555,111160125,55 - 64 years,2009,30
556,111160125,55 - 64 years,2019,7
557,111160125,65 and more years,1989,61
558,111160125,65 and more years,1999,36
559,111160125,65 and more years,2009,47
560,111160125,65 and more years,2019,23
561,111160128,Total,1989,390
562,111160128,Total,1999,234
563,111160128,Total,2009,150
564,111160128,Total,2019,134
565,111160128,16 - 24 years,1989,121
566,111160128,16 - 24 years,1999,44
567,111160128,16 - 24 years,2009,16
568,111160128,16 - 24 years,2019,8
569,111160128,25 - 34 years,1989,37
570,111160128,25 - 34 years,1999,17
571,111160128,25 - 34 years,2009,19
572,111160128,25 - 34 years,2019,5
573,111160128,35 - 44 years,1989,41
574,111160128,35 - 44 years,1999,15
575,111160128,35 - 44 years,2009,12
576,111160128,35 - 44 years,2019,9
577,111160128,45 - 54 years,1989,54
578,111160128,45 - 54 years,1999,34
579,111160128,45 - 54 years,2009,22
580,111160128,45 - 54 years,2019,14
581,111160128,55 - 64 years,1989,63
582,111160128,55 - 64 years,1999,44
583,111160128,55 - 64 years,2009,27
584,111160128,55 - 64 years,2019,34
585,111160128,65 and more years,1989,74
586,111160128,65 and more years,1999,80
587,111160128,65 and more years,2009,54
588,111160128,65 and more years,2019,64
589,111160131,Total,1989,436
590,111160131,Total,1999,214
591,111160131,Total,2009,114
592,111160131,Total,2019,106
593,111160131,16 - 24 years,1989,126
594,111160131,16 - 24 years,1999,41
595,111160131,16 - 24 years,2009,10
596,111160131,16 - 24 years,2019,5
597,111160131,25 - 34 years,1989,41
598,111160131,25 - 34 years,1999,16
599,111160131,25 - 34 years,2009,12
600,111160131,25 - 34 years,2019,6
601,111160131,35 - 44 years,1989,42
602,111160131,35 - 44 years,1999,20
603,111160131,35 - 44 years,2009,5
604,111160131,35 - 44 years,2019,6
605,111160131,45 - 54 years,1989,67
606,111160131,45 - 54 years,1999,25
607,111160131,45 - 54 years,2009,19
608,111160131,45 - 54 years,2019,10
609,111160131,55 - 64 years,1989,66
610,111160131,55 - 64 years,1999,43
611,111160131,55 - 64 years,2009,15
612,111160131,55 - 64 years,2019,25
613,111160131,65 and more years,1989,94
614,111160131,65 and more years,1999,69
615,111160131,65 and more years,2009,53
616,111160131,65 and more years,2019,54
617,111160130,Total,1989,815
618,111160130,Total,1999,401
619,111160130,Total,2009,293
620,111160130,Total,2019,151
621,111160130,16 - 24 years,1989,255
622,111160130,16 - 24 years,1999,88
623,111160130,16 - 24 years,2009,41
624,111160130,16 - 24 years,2019,19
625,111160130,25 - 34 years,1989,76
626,111160130,25 - 34 years,1999,22
627,111160130,25 - 34 years,2009,15
628,111160130,25 - 34 years,2019,8
629,111160130,35 - 44 years,1989,47
630,111160130,35 - 44 years,1999,39
631,111160130,35 - 44 years,2009,20
632,111160130,35 - 44 years,2019,5
633,111160130,45 - 54 years,1989,104
634,111160130,45 - 54 years,1999,38
635,111160130,45 - 54 years,2009,40
636,111160130,45 - 54 years,2019,26
637,111160130,55 - 64 years,1989,156
638,111160130,55 - 64 years,1999,92
639,111160130,55 - 64 years,2009,46
640,111160130,55 - 64 years,2019,32
641,111160130,65 and more years,1989,177
642,111160130,65 and more years,1999,122
643,111160130,65 and more years,2009,131
644,111160130,65 and more years,2019,61
645,111160133,Total,1989,513
646,111160133,Total,1999,276
647,111160133,Total,2009,154
648,111160133,Total,2019,99
649,111160133,16 - 24 years,1989,163
650,111160133,16 - 24 years,1999,61
651,111160133,16 - 24 years,2009,32
652,111160133,16 - 24 years,2019,11
653,111160133,25 - 34 years,1989,48
654,111160133,25 - 34 years,1999,17
655,111160133,25 - 34 years,2009,8
656,111160133,25 - 34 years,2019,3
657,111160133,35 - 44 years,1989,64
658,111160133,35 - 44 years,1999,26
659,111160133,35 - 44 years,2009,12
660,111160133,35 - 44 years,2019,4
661,111160133,45 - 54 years,1989,88
662,111160133,45 - 54 years,1999,38
663,111160133,45 - 54 years,2009,29
664,111160133,45 - 54 years,2019,11
665,111160133,55 - 64 years,1989,69
666,111160133,55 - 64 years,1999,55
667,111160133,55 - 64 years,2009,29
668,111160133,55 - 64 years,2019,20
669,111160133,65 and more years,1989,81
670,111160133,65 and more years,1999,79
671,111160133,65 and more years,2009,44
672,111160133,65 and more years,2019,50
673,111160144,Total,1989,357
674,111160144,Total,1999,232
675,111160144,Total,2009,142
676,111160144,Total,2019,79
677,111160144,16 - 24 years,1989,103
678,111160144,16 - 24 years,1999,58
679,111160144,16 - 24 years,2009,24
680,111160144,16 - 24 years,2019,12
681,111160144,25 - 34 years,1989,46
682,111160144,25 - 34 years,1999,14
683,111160144,25 - 34 years,2009,10
684,111160144,25 - 34 years,2019,8
685,111160144,35 - 44 years,1989,28
686,111160144,35 - 44 years,1999,37
687,111160144,35 - 44 years,2009,11
688,111160144,35 - 44 years,2019,10
689,111160144,45 - 54 years,1989,48
690,111160144,45 - 54 years,1999,23
691,111160144,45 - 54 years,2009,31
692,111160144,45 - 54 years,2019,10
693,111160144,55 - 64 years,1989,52
694,111160144,55 - 64 years,1999,39
695,111160144,55 - 64 years,2009,18
696,111160144,55 - 64 years,2019,21
697,111160144,65 and more years,1989,80
698,111160144,65 and more years,1999,61
699,111160144,65 and more years,2009,48
700,111160144,65 and more years,2019,18
701,111160145,Total,1989,420
702,111160145,Total,1999,296
703,111160145,Total,2009,193
704,111160145,Total,2019,135
705,111160145,16 - 24 years,1989,123
706,111160145,16 - 24 years,1999,52
707,111160145,16 - 24 years,2009,27
708,111160145,16 - 24 years,2019,8
709,111160145,25 - 34 years,1989,32
710,111160145,25 - 34 years,1999,23
711,111160145,25 - 34 years,2009,8
712,111160145,25 - 34 years,2019,2
713,111160145,35 - 44 years,1989,38
714,111160145,35 - 44 years,1999,13
715,111160145,35 - 44 years,2009,17
716,111160145,35 - 44 years,2019,13
717,111160145,45 - 54 years,1989,72
718,111160145,45 - 54 years,1999,44
719,111160145,45 - 54 years,2009,13
720,111160145,45 - 54 years,2019,17
721,111160145,55 - 64 years,1989,70
722,111160145,55 - 64 years,1999,63
723,111160145,55 - 64 years,2009,45
724,111160145,55 - 64 years,2019,16
725,111160145,65 and more years,1989,85
726,111160145,65 and more years,1999,101
727,111160145,65 and more years,2009,83
728,111160145,65 and more years,2019,79
729,111160146,Total,1989,821
730,111160146,Total,1999,561
731,111160146,Total,2009,298
732,111160146,Total,2019,268
733,111160146,16 - 24 years,1989,222
734,111160146,16 - 24 years,1999,100
735,111160146,16 - 24 years,2009,24
736,111160146,16 - 24 years,2019,35
737,111160146,25 - 34 years,1989,40
738,111160146,25 - 34 years,1999,36
739,111160146,25 - 34 years,2009,13
740,111160146,25 - 34 years,2019,9
741,111160146,35 - 44 years,1989,78
742,111160146,35 - 44 years,1999,46
743,111160146,35 - 44 years,2009,18
744,111160146,35 - 44 years,2019,30
745,111160146,45 - 54 years,1989,135
746,111160146,45 - 54 years,1999,83
747,111160146,45 - 54 years,2009,39
748,111160146,45 - 54 years,2019,35
749,111160146,55 - 64 years,1989,158
750,111160146,55 - 64 years,1999,122
751,111160146,55 - 64 years,2009,85
752,111160146,55 - 64 years,2019,45
753,111160146,65 and more years,1989,188
754,111160146,65 and more years,1999,174
755,111160146,65 and more years,2009,119
756,111160146,65 and more years,2019,114
757,111160152,Total,1989,466
758,111160152,Total,1999,255
759,111160152,Total,2009,143
760,111160152,Total,2019,119
761,111160152,16 - 24 years,1989,155
762,111160152,16 - 24 years,1999,51
763,111160152,16 - 24 years,2009,15
764,111160152,16 - 24 years,2019,16
765,111160152,25 - 34 years,1989,32
766,111160152,25 - 34 years,1999,12
767,111160152,25 - 34 years,2009,7
768,111160152,25 - 34 years,2019,12
769,111160152,35 - 44 years,1989,74
770,111160152,35 - 44 years,1999,20
771,111160152,35 - 44 years,2009,11
772,111160152,35 - 44 years,2019,9
773,111160152,45 - 54 years,1989,59
774,111160152,45 - 54 years,1999,52
775,111160152,45 - 54 years,2009,19
776,111160152,45 - 54 years,2019,21
777,111160152,55 - 64 years,1989,75
778,111160152,55 - 64 years,1999,54
779,111160152,55 - 64 years,2009,40
780,111160152,55 - 64 years,2019,16
781,111160152,65 and more years,1989,71
782,111160152,65 and more years,1999,66
783,111160152,65 and more years,2009,51
784,111160152,65 and more years,2019,45
785,111160154,Total,1989,290
786,111160154,Total,1999,107
787,111160154,Total,2009,63
788,111160154,Total,2019,72
789,111160154,16 - 24 years,1989,101
790,111160154,16 - 24 years,1999,27
791,111160154,16 - 24 years,2009,3
792,111160154,16 - 24 years,2019,9
793,111160154,25 - 34 years,1989,49
794,111160154,25 - 34 years,1999,9
795,111160154,25 - 34 years,2009,5
796,111160154,25 - 34 years,2019,7
797,111160154,35 - 44 years,1989,34
798,111160154,35 - 44 years,1999,15
799,111160154,35 - 44 years,2009,8
800,111160154,35 - 44 years,2019,6
801,111160154,45 - 54 years,1989,31
802,111160154,45 - 54 years,1999,8
803,111160154,45 - 54 years,2009,11
804,111160154,45 - 54 years,2019,6
805,111160154,55 - 64 years,1989,41
806,111160154,55 - 64 years,1999,23
807,111160154,55 - 64 years,2009,6
808,111160154,55 - 64 years,2019,11
809,111160154,65 and more years,1989,34
810,111160154,65 and more years,1999,25
811,111160154,65 and more years,2009,30
812,111160154,65 and more years,2019,33
813,111160153,Total,1989,258
814,111160153,Total,1999,179
815,111160153,Total,2009,126
816,111160153,Total,2019,90
817,111160153,16 - 24 years,1989,97
818,111160153,16 - 24 years,1999,40
819,111160153,16 - 24 years,2009,20
820,111160153,16 - 24 years,2019,12
821,111160153,25 - 34 years,1989,17
822,111160153,25 - 34 years,1999,23
823,111160153,25 - 34 years,2009,14
824,111160153,25 - 34 years,2019,9
825,111160153,35 - 44 years,1989,18
826,111160153,35 - 44 years,1999,13
827,111160153,35 - 44 years,2009,11
828,111160153,35 - 44 years,2019,12
829,111160153,45 - 54 years,1989,34
830,111160153,45 - 54 years,1999,20
831,111160153,45 - 54 years,2009,26
832,111160153,45 - 54 years,2019,7
833,111160153,55 - 64 years,1989,41
834,111160153,55 - 64 years,1999,33
835,111160153,55 - 64 years,2009,14
836,111160153,55 - 64 years,2019,17
837,111160153,65 and more years,1989,51
838,111160153,65 and more years,1999,50
839,111160153,65 and more years,2009,41
840,111160153,65 and more years,2019,33
841,111160155,Total,1989,409
842,111160155,Total,1999,249
843,111160155,Total,2009,133
844,111160155,Total,2019,84
845,111160155,16 - 24 years,1989,148
846,111160155,16 - 24 years,1999,55
847,111160155,16 - 24 years,2009,29
848,111160155,16 - 24 years,2019,5
849,111160155,25 - 34 years,1989,23
850,111160155,25 - 34 years,1999,30
851,111160155,25 - 34 years,2009,5
852,111160155,25 - 34 years,2019,6
853,111160155,35 - 44 years,1989,57
854,111160155,35 - 44 years,1999,21
855,111160155,35 - 44 years,2009,10
856,111160155,35 - 44 years,2019,5
857,111160155,45 - 54 years,1989,53
858,111160155,45 - 54 years,1999,50
859,111160155,45 - 54 years,2009,17
860,111160155,45 - 54 years,2019,17
861,111160155,55 - 64 years,1989,57
862,111160155,55 - 64 years,1999,39
863,111160155,55 - 64 years,2009,42
864,111160155,55 - 64 years,2019,12
865,111160155,65 and more years,1989,71
866,111160155,65 and more years,1999,54
867,111160155,65 and more years,2009,30
868,111160155,65 and more years,2019,39
869,111160156,Total,1989,564
870,111160156,Total,1999,344
871,111160156,Total,2009,243
872,111160156,Total,2019,177
873,111160156,16 - 24 years,1989,193
874,111160156,16 - 24 years,1999,94
875,111160156,16 - 24 years,2009,49
876,111160156,16 - 24 years,2019,25
877,111160156,25 - 34 years,1989,22
878,111160156,25 - 34 years,1999,27
879,111160156,25 - 34 years,2009,28
880,111160156,25 - 34 years,2019,10
881,111160156,35 - 44 years,1989,58
882,111160156,35 - 44 years,1999,21
883,111160156,35 - 44 years,2009,21
884,111160156,35 - 44 years,2019,21
885,111160156,45 - 54 years,1989,73
886,111160156,45 - 54 years,1999,47
887,111160156,45 - 54 years,2009,23
888,111160156,45 - 54 years,2019,13
889,111160156,55 - 64 years,1989,78
890,111160156,55 - 64 years,1999,55
891,111160156,55 - 64 years,2009,48
892,111160156,55 - 64 years,2019,18
893,111160156,65 and more years,1989,140
894,111160156,65 and more years,1999,100
895,111160156,65 and more years,2009,74
896,111160156,65 and more years,2019,90
897,111160157,Total,1989,385
898,111160157,Total,1999,252
899,111160157,Total,2009,162
900,111160157,Total,2019,146
901,111160157,16 - 24 years,1989,146
902,111160157,16 - 24 years,1999,67
903,111160157,16 - 24 years,2009,34
904,111160157,16 - 24 years,2019,27
905,111160157,25 - 34 years,1989,36
906,111160157,25 - 34 years,1999,26
907,111160157,25 - 34 years,2009,9
908,111160157,25 - 34 years,2019,17
909,111160157,35 - 44 years,1989,25
910,111160157,35 - 44 years,1999,28
911,111160157,35 - 44 years,2009,15
912,111160157,35 - 44 years,2019,14
913,111160157,45 - 54 years,1989,67
914,111160157,45 - 54 years,1999,22
915,111160157,45 - 54 years,2009,30
916,111160157,45 - 54 years,2019,11
917,111160157,55 - 64 years,1989,52
918,111160157,55 - 64 years,1999,64
919,111160157,55 - 64 years,2009,21
920,111160157,55 - 64 years,2019,26
921,111160157,65 and more years,1989,59
922,111160157,65 and more years,1999,45
923,111160157,65 and more years,2009,53
924,111160157,65 and more years,2019,51
925,111160158,Total,1989,488
926,111160158,Total,1999,257
927,111160158,Total,2009,165
928,111160158,Total,2019,114
929,111160158,16 - 24 years,1989,202
930,111160158,16 - 24 years,1999,77
931,111160158,16 - 24 years,2009,22
932,111160158,16 - 24 years,2019,16
933,111160158,25 - 34 years,1989,49
934,111160158,25 - 34 years,1999,17
935,111160158,25 - 34 years,2009,24
936,111160158,25 - 34 years,2019,4
937,111160158,35 - 44 years,1989,44
938,111160158,35 - 44 years,1999,32
939,111160158,35 - 44 years,2009,14
940,111160158,35 - 44 years,2019,18
941,111160158,45 - 54 years,1989,66
942,111160158,45 - 54 years,1999,32
943,111160158,45 - 54 years,2009,33
944,111160158,45 - 54 years,2019,13
945,111160158,55 - 64 years,1989,63
946,111160158,55 - 64 years,1999,54
947,111160158,55 - 64 years,2009,27
948,111160158,55 - 64 years,2019,19
949,111160158,65 and more years,1989,64
950,111160158,65 and more years,1999,45
951,111160158,65 and more years,2009,45
952,111160158,65 and more years,2019,44
953,111160159,Total,1989,367
954,111160159,Total,1999,188
955,111160159,Total,2009,131
956,111160159,Total,2019,80
957,111160159,16 - 24 years,1989,110
958,111160159,16 - 24 years,1999,41
959,111160159,16 - 24 years,2009,22
960,111160159,16 - 24 years,2019,8
961,111160159,25 - 34 years,1989,33
962,111160159,25 - 34 years,1999,17
963,111160159,25 - 34 years,2009,7
964,111160159,25 - 34 years,2019,1
965,111160159,35 - 44 years,1989,36
966,111160159,35 - 44 years,1999,15
967,111160159,35 - 44 years,2009,10
968,111160159,35 - 44 years,2019,4
969,111160159,45 - 54 years,1989,43
970,111160159,45 - 54 years,1999,23
971,111160159,45 - 54 years,2009,14
972,111160159,45 - 54 years,2019,12
973,111160159,55 - 64 years,1989,68
974,111160159,55 - 64 years,1999,35
975,111160159,55 - 64 years,2009,35
976,111160159,55 - 64 years,2019,18
977,111160159,65 and more years,1989,77
978,111160159,65 and more years,1999,57
979,111160159,65 and more years,2009,43
980,111160159,65 and more years,2019,37
981,111160160,Total,1989,400
982,111160160,Total,1999,270
983,111160160,Total,2009,174
984,111160160,Total,2019,80
985,111160160,16 - 24 years,1989,119
986,111160160,16 - 24 years,1999,56
987,111160160,16 - 24 years,2009,20
988,111160160,16 - 24 years,2019,8
989,111160160,25 - 34 years,1989,28
990,111160160,25 - 34 years,1999,18
991,111160160,25 - 34 years,2009,11
992,111160160,25 - 34 years,2019,3
993,111160160,35 - 44 years,1989,43
994,111160160,35 - 44 years,1999,27
995,111160160,35 - 44 years,2009,13
996,111160160,35 - 44 years,2019,10
997,111160160,45 - 54 years,1989,64
998,111160160,45 - 54 years,1999,35
999,111160160,45 - 54 years,2009,21
1000,111160160,45 - 54 years,2019,16
1001,111160160,55 - 64 years,1989,70
1002,111160160,55 - 64 years,1999,56
1003,111160160,55 - 64 years,2009,33
1004,111160160,55 - 64 years,2019,17
1005,111160160,65 and more years,1989,76
1006,111160160,65 and more years,1999,78
1007,111160160,65 and more years,2009,76
1008,111160160,65 and more years,2019,26
1009,111160161,Total,1989,587
1010,111160161,Total,1999,317
1011,111160161,Total,2009,215
1012,111160161,Total,2019,152
1013,111160161,16 - 24 years,1989,172
1014,111160161,16 - 24 years,1999,57
1015,111160161,16 - 24 years,2009,37
1016,111160161,16 - 24 years,2019,20
1017,111160161,25 - 34 years,1989,46
1018,111160161,25 - 34 years,1999,18
1019,111160161,25 - 34 years,2009,19
1020,111160161,25 - 34 years,2019,12
1021,111160161,35 - 44 years,1989,42
1022,111160161,35 - 44 years,1999,28
1023,111160161,35 - 44 years,2009,14
1024,111160161,35 - 44 years,2019,23
1025,111160161,45 - 54 years,1989,75
1026,111160161,45 - 54 years,1999,29
1027,111160161,45 - 54 years,2009,34
1028,111160161,45 - 54 years,2019,14
1029,111160161,55 - 64 years,1989,130
1030,111160161,55 - 64 years,1999,57
1031,111160161,55 - 64 years,2009,40
1032,111160161,55 - 64 years,2019,30
1033,111160161,65 and more years,1989,122
1034,111160161,65 and more years,1999,128
1035,111160161,65 and more years,2009,71
1036,111160161,65 and more years,2019,53
1037,111160162,Total,1989,358
1038,111160162,Total,1999,237
1039,111160162,Total,2009,157
1040,111160162,Total,2019,160
1041,111160162,16 - 24 years,1989,142
