primary_key,codes,legal_form,year,area_ha
41473,16J091313,Natural person (sole holder),1989,202
41474,16J091313,Natural person (sole holder),1999,216
41475,16J091313,Natural person (sole holder),2009,78
41476,16J091313,Natural person (sole holder),2019,87
41477,16J091313,Group of natural persons (group holding),1989,
41478,16J091313,Group of natural persons (group holding),1999,
41479,16J091313,Group of natural persons (group holding),2009,
41480,16J091313,Group of natural persons (group holding),2019,
41481,16J091313,Fallow land comissions,1989,
41482,16J091313,Fallow land comissions,1999,
41483,16J091313,Fallow land comissions,2009,
41484,16J091313,Fallow land comissions,2019,
41485,16J091313,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41486,16J091313,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41487,16J091313,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41488,16J091313,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41489,16J091314,Natural person (sole holder),1989,640
41490,16J091314,Natural person (sole holder),1999,829
41491,16J091314,Natural person (sole holder),2009,424
41492,16J091314,Natural person (sole holder),2019,398
41493,16J091314,Group of natural persons (group holding),1989,64
41494,16J091314,Group of natural persons (group holding),1999,21
41495,16J091314,Group of natural persons (group holding),2009,17
41496,16J091314,Group of natural persons (group holding),2019,28
41497,16J091314,Fallow land comissions,1989,
41498,16J091314,Fallow land comissions,1999,
41499,16J091314,Fallow land comissions,2009,
41500,16J091314,Fallow land comissions,2019,
41501,16J091314,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41502,16J091314,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41503,16J091314,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41504,16J091314,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41505,16J091315,Natural person (sole holder),1989,278
41506,16J091315,Natural person (sole holder),1999,530
41507,16J091315,Natural person (sole holder),2009,63
41508,16J091315,Natural person (sole holder),2019,423
41509,16J091315,Group of natural persons (group holding),1989,
41510,16J091315,Group of natural persons (group holding),1999,
41511,16J091315,Group of natural persons (group holding),2009,
41512,16J091315,Group of natural persons (group holding),2019,
41513,16J091315,Fallow land comissions,1989,
41514,16J091315,Fallow land comissions,1999,
41515,16J091315,Fallow land comissions,2009,
41516,16J091315,Fallow land comissions,2019,
41517,16J091315,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,8
41518,16J091315,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41519,16J091315,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41520,16J091315,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41521,16J091316,Natural person (sole holder),1989,367
41522,16J091316,Natural person (sole holder),1999,248
41523,16J091316,Natural person (sole holder),2009,542
41524,16J091316,Natural person (sole holder),2019,175
41525,16J091316,Group of natural persons (group holding),1989,
41526,16J091316,Group of natural persons (group holding),1999,157
41527,16J091316,Group of natural persons (group holding),2009,226
41528,16J091316,Group of natural persons (group holding),2019,185
41529,16J091316,Fallow land comissions,1989,
41530,16J091316,Fallow land comissions,1999,
41531,16J091316,Fallow land comissions,2009,
41532,16J091316,Fallow land comissions,2019,
41533,16J091316,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41534,16J091316,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41535,16J091316,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41536,16J091316,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41537,16J091321,Natural person (sole holder),1989,608
41538,16J091321,Natural person (sole holder),1999,568
41539,16J091321,Natural person (sole holder),2009,379
41540,16J091321,Natural person (sole holder),2019,411
41541,16J091321,Group of natural persons (group holding),1989,
41542,16J091321,Group of natural persons (group holding),1999,
41543,16J091321,Group of natural persons (group holding),2009,
41544,16J091321,Group of natural persons (group holding),2019,37
41545,16J091321,Fallow land comissions,1989,
41546,16J091321,Fallow land comissions,1999,
41547,16J091321,Fallow land comissions,2009,
41548,16J091321,Fallow land comissions,2019,
41549,16J091321,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41550,16J091321,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41551,16J091321,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41552,16J091321,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41553,16J091330,Natural person (sole holder),1989,988
41554,16J091330,Natural person (sole holder),1999,778
41555,16J091330,Natural person (sole holder),2009,833
41556,16J091330,Natural person (sole holder),2019,697
41557,16J091330,Group of natural persons (group holding),1989,
41558,16J091330,Group of natural persons (group holding),1999,11
41559,16J091330,Group of natural persons (group holding),2009,5
41560,16J091330,Group of natural persons (group holding),2019,68
41561,16J091330,Fallow land comissions,1989,
41562,16J091330,Fallow land comissions,1999,
41563,16J091330,Fallow land comissions,2009,
41564,16J091330,Fallow land comissions,2019,
41565,16J091330,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41566,16J091330,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41567,16J091330,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41568,16J091330,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41569,16J091331,Natural person (sole holder),1989,895
41570,16J091331,Natural person (sole holder),1999,1087
41571,16J091331,Natural person (sole holder),2009,697
41572,16J091331,Natural person (sole holder),2019,969
41573,16J091331,Group of natural persons (group holding),1989,2
41574,16J091331,Group of natural persons (group holding),1999,
41575,16J091331,Group of natural persons (group holding),2009,
41576,16J091331,Group of natural persons (group holding),2019,6
41577,16J091331,Fallow land comissions,1989,
41578,16J091331,Fallow land comissions,1999,
41579,16J091331,Fallow land comissions,2009,
41580,16J091331,Fallow land comissions,2019,
41581,16J091331,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41582,16J091331,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41583,16J091331,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41584,16J091331,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41585,16J091332,Natural person (sole holder),1989,1560
41586,16J091332,Natural person (sole holder),1999,2116
41587,16J091332,Natural person (sole holder),2009,1768
41588,16J091332,Natural person (sole holder),2019,1756
41589,16J091332,Group of natural persons (group holding),1989,
41590,16J091332,Group of natural persons (group holding),1999,27
41591,16J091332,Group of natural persons (group holding),2009,81
41592,16J091332,Group of natural persons (group holding),2019,58
41593,16J091332,Fallow land comissions,1989,
41594,16J091332,Fallow land comissions,1999,
41595,16J091332,Fallow land comissions,2009,
41596,16J091332,Fallow land comissions,2019,4
41597,16J091332,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41598,16J091332,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41599,16J091332,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41600,16J091332,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41601,16J091333,Natural person (sole holder),1989,845
41602,16J091333,Natural person (sole holder),1999,862
41603,16J091333,Natural person (sole holder),2009,839
41604,16J091333,Natural person (sole holder),2019,786
41605,16J091333,Group of natural persons (group holding),1989,
41606,16J091333,Group of natural persons (group holding),1999,
41607,16J091333,Group of natural persons (group holding),2009,
