primary_key,codes,Temp_crop,year,area_ha
7687,16F1008,Total,2009,120
7688,16F1008,Total,2019,39
7689,16F100801,Total,1989,138
7690,16F100801,Total,1999,52
7691,16F100801,Total,2009,6
7692,16F100801,Total,2019,4
7693,16F100802,Total,1989,331
7694,16F100802,Total,1999,128
7695,16F100802,Total,2009,37
7696,16F100802,Total,2019,13
7697,16F100803,Total,1989,24
7698,16F100803,Total,1999,7
7699,16F100803,Total,2009,
7700,16F100803,Total,2019,
7701,16F100806,Total,1989,510
7702,16F100806,Total,1999,159
7703,16F100806,Total,2009,77
7704,16F100806,Total,2019,22
7705,16F1009,Total,1989,5750
7706,16F1009,Total,1999,5009
7707,16F1009,Total,2009,3434
7708,16F1009,Total,2019,3265
7709,16F100901,Total,1989,596
7710,16F100901,Total,1999,361
7711,16F100901,Total,2009,366
7712,16F100901,Total,2019,156
7713,16F100902,Total,1989,113
7714,16F100902,Total,1999,121
7715,16F100902,Total,2009,42
7716,16F100902,Total,2019,39
7717,16F100925,Total,1989,187
7718,16F100925,Total,1999,88
7719,16F100925,Total,2009,65
7720,16F100925,Total,2019,29
7721,16F100926,Total,1989,104
7722,16F100926,Total,1999,123
7723,16F100926,Total,2009,65
7724,16F100926,Total,2019,75
7725,16F100907,Total,1989,307
7726,16F100907,Total,1999,269
7727,16F100907,Total,2009,298
7728,16F100907,Total,2019,337
7729,16F100909,Total,1989,114
7730,16F100909,Total,1999,169
7731,16F100909,Total,2009,375
7732,16F100909,Total,2019,49
7733,16F100913,Total,1989,400
7734,16F100913,Total,1999,228
7735,16F100913,Total,2009,105
7736,16F100913,Total,2019,79
7737,16F100915,Total,1989,151
7738,16F100915,Total,1999,325
7739,16F100915,Total,2009,138
7740,16F100915,Total,2019,139
7741,16F100921,Total,1989,135
7742,16F100921,Total,1999,122
7743,16F100921,Total,2009,66
7744,16F100921,Total,2019,80
7745,16F100932,Total,1989,340
7746,16F100932,Total,1999,380
7747,16F100932,Total,2009,137
7748,16F100932,Total,2019,186
7749,16F100933,Total,1989,244
7750,16F100933,Total,1999,245
7751,16F100933,Total,2009,223
7752,16F100933,Total,2019,220
7753,16F100934,Total,1989,167
7754,16F100934,Total,1999,60
7755,16F100934,Total,2009,114
7756,16F100934,Total,2019,177
7757,16F100935,Total,1989,434
7758,16F100935,Total,1999,574
7759,16F100935,Total,2009,294
7760,16F100935,Total,2019,211
7761,16F100936,Total,1989,489
7762,16F100936,Total,1999,777
7763,16F100936,Total,2009,480
7764,16F100936,Total,2019,648
7765,16F100937,Total,1989,149
7766,16F100937,Total,1999,122
7767,16F100937,Total,2009,102
7768,16F100937,Total,2019,180
7769,16F100938,Total,1989,436
7770,16F100938,Total,1999,324
7771,16F100938,Total,2009,153
7772,16F100938,Total,2019,102
7773,16F100939,Total,1989,287
7774,16F100939,Total,1999,197
7775,16F100939,Total,2009,129
7776,16F100939,Total,2019,111
7777,16F100940,Total,1989,1097
7778,16F100940,Total,1999,524
7779,16F100940,Total,2009,284
7780,16F100940,Total,2019,445
7781,16F1010,Total,1989,637
7782,16F1010,Total,1999,181
7783,16F1010,Total,2009,119
7784,16F1010,Total,2019,72
7785,16F101001,Total,1989,178
7786,16F101001,Total,1999,91
7787,16F101001,Total,2009,64
7788,16F101001,Total,2019,43
7789,16F101003,Total,1989,56
7790,16F101003,Total,1999,12
7791,16F101003,Total,2009,1
7792,16F101003,Total,2019,5
7793,16F101002,Total,1989,403
7794,16F101002,Total,1999,79
7795,16F101002,Total,2009,53
7796,16F101002,Total,2019,25
7797,16F1013,Total,1989,1431
7798,16F1013,Total,1999,324
7799,16F1013,Total,2009,99
7800,16F1013,Total,2019,96
7801,16F101301,Total,1989,438
7802,16F101301,Total,1999,108
7803,16F101301,Total,2009,29
7804,16F101301,Total,2019,68
7805,16F101302,Total,1989,794
7806,16F101302,Total,1999,167
7807,16F101302,Total,2009,57
7808,16F101302,Total,2019,25
7809,16F101303,Total,1989,199
7810,16F101303,Total,1999,49
7811,16F101303,Total,2009,13
7812,16F101303,Total,2019,3
7813,16F1015,Total,1989,8173
7814,16F1015,Total,1999,5517
7815,16F1015,Total,2009,2639
7816,16F1015,Total,2019,1732
7817,16F101501,Total,1989,719
7818,16F101501,Total,1999,736
7819,16F101501,Total,2009,268
7820,16F101501,Total,2019,135
7821,16F101503,Total,1989,693
7822,16F101503,Total,1999,325
7823,16F101503,Total,2009,219
7824,16F101503,Total,2019,166
7825,16F101504,Total,1989,187
7826,16F101504,Total,1999,155
7827,16F101504,Total,2009,72
7828,16F101504,Total,2019,76
7829,16F101505,Total,1989,567
7830,16F101505,Total,1999,368
7831,16F101505,Total,2009,161
7832,16F101505,Total,2019,124
7833,16F101506,Total,1989,1438
7834,16F101506,Total,1999,839
7835,16F101506,Total,2009,642
7836,16F101506,Total,2019,293
7837,16F101515,Total,1989,121
7838,16F101515,Total,1999,77
7839,16F101515,Total,2009,23
7840,16F101515,Total,2019,18
7841,16F101508,Total,1989,352
7842,16F101508,Total,1999,232
7843,16F101508,Total,2009,133
7844,16F101508,Total,2019,79
7845,16F101509,Total,1989,1550
7846,16F101509,Total,1999,746
7847,16F101509,Total,2009,363
7848,16F101509,Total,2019,225
7849,16F101510,Total,1989,358
7850,16F101510,Total,1999,391
7851,16F101510,Total,2009,184
7852,16F101510,Total,2019,95
7853,16F101518,Total,1989,809
7854,16F101518,Total,1999,621
7855,16F101518,Total,2009,264
7856,16F101518,Total,2019,267
7857,16F101519,Total,1989,615
7858,16F101519,Total,1999,358
7859,16F101519,Total,2009,134
7860,16F101519,Total,2019,77
7861,16F101513,Total,1989,428
7862,16F101513,Total,1999,309
7863,16F101513,Total,2009,111
7864,16F101513,Total,2019,69
7865,16F101514,Total,1989,334
7866,16F101514,Total,1999,359
7867,16F101514,Total,2009,67
7868,16F101514,Total,2019,108
7869,16F1016,Total,1989,1782
7870,16F1016,Total,1999,1290
7871,16F1016,Total,2009,511
7872,16F1016,Total,2019,437
7873,16F101602,Total,1989,247
7874,16F101602,Total,1999,77
7875,16F101602,Total,2009,39
7876,16F101602,Total,2019,24
7877,16F101605,Total,1989,39
7878,16F101605,Total,1999,48
7879,16F101605,Total,2009,26
7880,16F101605,Total,2019,8
7881,16F101606,Total,1989,252
7882,16F101606,Total,1999,101
7883,16F101606,Total,2009,49
7884,16F101606,Total,2019,31
7885,16F101608,Total,1989,57
7886,16F101608,Total,1999,26
7887,16F101608,Total,2009,13
7888,16F101608,Total,2019,42
7889,16F101609,Total,1989,130
7890,16F101609,Total,1999,59
7891,16F101609,Total,2009,15
7892,16F101609,Total,2019,15
7893,16F101614,Total,1989,115
7894,16F101614,Total,1999,84
7895,16F101614,Total,2009,24
7896,16F101614,Total,2019,130
7897,16F101610,Total,1989,257
7898,16F101610,Total,1999,404
7899,16F101610,Total,2009,127
7900,16F101610,Total,2019,100
7901,16F101613,Total,1989,188
7902,16F101613,Total,1999,165
7903,16F101613,Total,2009,63
7904,16F101613,Total,2019,37
7905,16F101615,Total,1989,214
7906,16F101615,Total,1999,89
7907,16F101615,Total,2009,45
7908,16F101615,Total,2019,33
7909,16F101616,Total,1989,283
7910,16F101616,Total,1999,237
7911,16F101616,Total,2009,111
7912,16F101616,Total,2019,16
7913,16G,Total,1989,83287
7914,16G,Total,1999,41935
7915,16G,Total,2009,20710
7916,16G,Total,2019,12314
7917,16G0901,Total,1989,5452
7918,16G0901,Total,1999,3612
7919,16G0901,Total,2009,2370
7920,16G0901,Total,2019,1553
7921,16G090102,Total,1989,528
7922,16G090102,Total,1999,398
7923,16G090102,Total,2009,238
7924,16G090102,Total,2019,145
7925,16G090103,Total,1989,274
7926,16G090103,Total,1999,176
7927,16G090103,Total,2009,110
7928,16G090103,Total,2019,46
7929,16G090105,Total,1989,502
7930,16G090105,Total,1999,295
7931,16G090105,Total,2009,292
7932,16G090105,Total,2019,217
7933,16G090106,Total,1989,400
7934,16G090106,Total,1999,214
7935,16G090106,Total,2009,162
7936,16G090106,Total,2019,76
7937,16G090107,Total,1989,285
7938,16G090107,Total,1999,168
7939,16G090107,Total,2009,130
7940,16G090107,Total,2019,53
7941,16G090109,Total,1989,942
7942,16G090109,Total,1999,1059
7943,16G090109,Total,2009,763
7944,16G090109,Total,2019,370
7945,16G090110,Total,1989,257
7946,16G090110,Total,1999,119
7947,16G090110,Total,2009,75
7948,16G090110,Total,2019,27
7949,16G090114,Total,1989,938
7950,16G090114,Total,1999,464
7951,16G090114,Total,2009,230
7952,16G090114,Total,2019,234
7953,16G090115,Total,1989,485
7954,16G090115,Total,1999,306
7955,16G090115,Total,2009,156
7956,16G090115,Total,2019,162
7957,16G090116,Total,1989,840
7958,16G090116,Total,1999,412
7959,16G090116,Total,2009,213
7960,16G090116,Total,2019,223
7961,16G1802,Total,1989,2869
7962,16G1802,Total,1999,1137
7963,16G1802,Total,2009,473
7964,16G1802,Total,2019,230
7965,16G180201,Total,1989,432
7966,16G180201,Total,1999,168
7967,16G180201,Total,2009,62
7968,16G180201,Total,2019,24
7969,16G180202,Total,1989,401
7970,16G180202,Total,1999,193
7971,16G180202,Total,2009,133
7972,16G180202,Total,2019,51
7973,16G180204,Total,1989,966
7974,16G180204,Total,1999,345
7975,16G180204,Total,2009,131
7976,16G180204,Total,2019,67
7977,16G180206,Total,1989,264
7978,16G180206,Total,1999,56
7979,16G180206,Total,2009,17
7980,16G180206,Total,2019,9
7981,16G180208,Total,1989,806
7982,16G180208,Total,1999,375
7983,16G180208,Total,2009,130
7984,16G180208,Total,2019,78
7985,16G1803,Total,1989,5448
7986,16G1803,Total,1999,3721
7987,16G1803,Total,2009,1543
7988,16G1803,Total,2019,883
7989,16G180301,Total,1989,163
7990,16G180301,Total,1999,82
7991,16G180301,Total,2009,29
7992,16G180301,Total,2019,15
7993,16G180303,Total,1989,230
7994,16G180303,Total,1999,213
7995,16G180303,Total,2009,47
7996,16G180303,Total,2019,60
7997,16G180304,Total,1989,548
7998,16G180304,Total,1999,493
7999,16G180304,Total,2009,141
8000,16G180304,Total,2019,72
8001,16G180305,Total,1989,94
8002,16G180305,Total,1999,34
8003,16G180305,Total,2009,6
8004,16G180305,Total,2019,14
8005,16G180309,Total,1989,112
8006,16G180309,Total,1999,143
8007,16G180309,Total,2009,60
8008,16G180309,Total,2019,42
8009,16G180312,Total,1989,981
8010,16G180312,Total,1999,564
8011,16G180312,Total,2009,261
8012,16G180312,Total,2019,133
8013,16G180313,Total,1989,916
8014,16G180313,Total,1999,485
8015,16G180313,Total,2009,170
8016,16G180313,Total,2019,95
8017,16G180314,Total,1989,211
8018,16G180314,Total,1999,84
8019,16G180314,Total,2009,44
8020,16G180314,Total,2019,16
8021,16G180317,Total,1989,208
8022,16G180317,Total,1999,162
8023,16G180317,Total,2009,59
8024,16G180317,Total,2019,24
8025,16G180319,Total,1989,110
8026,16G180319,Total,1999,140
8027,16G180319,Total,2009,61
8028,16G180319,Total,2019,37
8029,16G180322,Total,1989,143
8030,16G180322,Total,1999,84
8031,16G180322,Total,2009,25
8032,16G180322,Total,2019,17
8033,16G180323,Total,1989,738
8034,16G180323,Total,1999,473
8035,16G180323,Total,2009,291
8036,16G180323,Total,2019,94
8037,16G180324,Total,1989,177
8038,16G180324,Total,1999,95
8039,16G180324,Total,2009,99
8040,16G180324,Total,2019,63
8041,16G180325,Total,1989,321
8042,16G180325,Total,1999,289
8043,16G180325,Total,2009,123
8044,16G180325,Total,2019,115
8045,16G180326,Total,1989,127
8046,16G180326,Total,1999,126
8047,16G180326,Total,2009,38
8048,16G180326,Total,2019,16
8049,16G180327,Total,1989,368
8050,16G180327,Total,1999,254
8051,16G180327,Total,2009,90
8052,16G180327,Total,2019,69
8053,16G1806,Total,1989,10179
8054,16G1806,Total,1999,4192
8055,16G1806,Total,2009,1789
8056,16G1806,Total,2019,1576
8057,16G180601,Total,1989,675
8058,16G180601,Total,1999,322
8059,16G180601,Total,2009,42
8060,16G180601,Total,2019,162
8061,16G180602,Total,1989,453
8062,16G180602,Total,1999,236
8063,16G180602,Total,2009,78
8064,16G180602,Total,2019,54
8065,16G180605,Total,1989,682
8066,16G180605,Total,1999,248
8067,16G180605,Total,2009,106
8068,16G180605,Total,2019,52
8069,16G180606,Total,1989,793
8070,16G180606,Total,1999,460
8071,16G180606,Total,2009,380
8072,16G180606,Total,2019,279
8073,16G180607,Total,1989,740
8074,16G180607,Total,1999,249
8075,16G180607,Total,2009,138
8076,16G180607,Total,2019,185
8077,16G180608,Total,1989,225
8078,16G180608,Total,1999,36
8079,16G180608,Total,2009,5
8080,16G180608,Total,2019,13
8081,16G180614,Total,1989,250
8082,16G180614,Total,1999,106
8083,16G180614,Total,2009,28
8084,16G180614,Total,2019,20
8085,16G180616,Total,1989,522
8086,16G180616,Total,1999,216
8087,16G180616,Total,2009,97
8088,16G180616,Total,2019,114
8089,16G180619,Total,1989,1988
8090,16G180619,Total,1999,740
8091,16G180619,Total,2009,214
8092,16G180619,Total,2019,168
8093,16G180620,Total,1989,554
8094,16G180620,Total,1999,217
8095,16G180620,Total,2009,120
8096,16G180620,Total,2019,87
8097,16G180621,Total,1989,1277
8098,16G180621,Total,1999,735
8099,16G180621,Total,2009,354
8100,16G180621,Total,2019,157
8101,16G180622,Total,1989,2021
8102,16G180622,Total,1999,627
8103,16G180622,Total,2009,228
8104,16G180622,Total,2019,287
8105,16G1809,Total,1989,3414
8106,16G1809,Total,1999,1307
8107,16G1809,Total,2009,556
8108,16G1809,Total,2019,599
8109,16G180901,Total,1989,686
8110,16G180901,Total,1999,285
8111,16G180901,Total,2009,240
8112,16G180901,Total,2019,216
8113,16G180908,Total,1989,256
8114,16G180908,Total,1999,113
8115,16G180908,Total,2009,53
8116,16G180908,Total,2019,30
8117,16G180903,Total,1989,402
8118,16G180903,Total,1999,135
8119,16G180903,Total,2009,53
8120,16G180903,Total,2019,81
8121,16G180905,Total,1989,743
8122,16G180905,Total,1999,231
8123,16G180905,Total,2009,98
8124,16G180905,Total,2019,127
8125,16G180910,Total,1989,476
8126,16G180910,Total,1999,131
8127,16G180910,Total,2009,42
8128,16G180910,Total,2019,12
8129,16G180911,Total,1989,564
8130,16G180911,Total,1999,297
8131,16G180911,Total,2009,30
8132,16G180911,Total,2019,30
8133,16G180906,Total,1989,287
8134,16G180906,Total,1999,115
8135,16G180906,Total,2009,40
8136,16G180906,Total,2019,102
8137,16G1810,Total,1989,6283
8138,16G1810,Total,1999,2600
8139,16G1810,Total,2009,1676
8140,16G1810,Total,2019,655
8141,16G181002,Total,1989,1151
8142,16G181002,Total,1999,514
8143,16G181002,Total,2009,357
8144,16G181002,Total,2019,127
8145,16G181005,Total,1989,770
8146,16G181005,Total,1999,302
8147,16G181005,Total,2009,236
8148,16G181005,Total,2019,81
8149,16G181007,Total,1989,904
8150,16G181007,Total,1999,366
8151,16G181007,Total,2009,229
8152,16G181007,Total,2019,91
8153,16G181008,Total,1989,630
8154,16G181008,Total,1999,282
8155,16G181008,Total,2009,141
8156,16G181008,Total,2019,43
8157,16G181009,Total,1989,460
8158,16G181009,Total,1999,214
8159,16G181009,Total,2009,141
8160,16G181009,Total,2019,81
8161,16G181013,Total,1989,609
8162,16G181013,Total,1999,189
8163,16G181013,Total,2009,123
8164,16G181013,Total,2019,59
8165,16G181014,Total,1989,876
8166,16G181014,Total,1999,313
8167,16G181014,Total,2009,225
8168,16G181014,Total,2019,83
8169,16G181015,Total,1989,883
8170,16G181015,Total,1999,421
8171,16G181015,Total,2009,223
8172,16G181015,Total,2019,89
8173,16G1811,Total,1989,4795
8174,16G1811,Total,1999,2704
8175,16G1811,Total,2009,745
8176,16G1811,Total,2019,475
8177,16G181102,Total,1989,1167
8178,16G181102,Total,1999,668
8179,16G181102,Total,2009,145
8180,16G181102,Total,2019,71
8181,16G181103,Total,1989,196
8182,16G181103,Total,1999,93
8183,16G181103,Total,2009,33
8184,16G181103,Total,2019,20
8185,16G181104,Total,1989,340
8186,16G181104,Total,1999,167
8187,16G181104,Total,2009,29
8188,16G181104,Total,2019,14
8189,16G181105,Total,1989,308
8190,16G181105,Total,1999,170
8191,16G181105,Total,2009,75
8192,16G181105,Total,2019,50
8193,16G181106,Total,1989,124
8194,16G181106,Total,1999,88
8195,16G181106,Total,2009,23
8196,16G181106,Total,2019,10
8197,16G181109,Total,1989,863
8198,16G181109,Total,1999,439
8199,16G181109,Total,2009,89
8200,16G181109,Total,2019,76
8201,16G181110,Total,1989,399
8202,16G181110,Total,1999,158
8203,16G181110,Total,2009,80
8204,16G181110,Total,2019,57
8205,16G181111,Total,1989,391
8206,16G181111,Total,1999,283
8207,16G181111,Total,2009,50
8208,16G181111,Total,2019,40
8209,16G181112,Total,1989,161
8210,16G181112,Total,1999,134
8211,16G181112,Total,2009,20
8212,16G181112,Total,2019,11
8213,16G181114,Total,1989,428
8214,16G181114,Total,1999,275
8215,16G181114,Total,2009,134
8216,16G181114,Total,2019,70
8217,16G181115,Total,1989,419
8218,16G181115,Total,1999,228
8219,16G181115,Total,2009,67
8220,16G181115,Total,2019,55
8221,16G1814,Total,1989,2283
8222,16G1814,Total,1999,1043
8223,16G1814,Total,2009,575
8224,16G1814,Total,2019,373
8225,16G181403,Total,1989,272
8226,16G181403,Total,1999,74
8227,16G181403,Total,2009,42
8228,16G181403,Total,2019,19
8229,16G181405,Total,1989,256
8230,16G181405,Total,1999,155
8231,16G181405,Total,2009,36
8232,16G181405,Total,2019,17
8233,16G181406,Total,1989,503
8234,16G181406,Total,1999,162
8235,16G181406,Total,2009,165
8236,16G181406,Total,2019,68
8237,16G181410,Total,1989,357
8238,16G181410,Total,1999,171
8239,16G181410,Total,2009,146
8240,16G181410,Total,2019,113
8241,16G181411,Total,1989,340
8242,16G181411,Total,1999,166
8243,16G181411,Total,2009,88
8244,16G181411,Total,2019,48
8245,16G181412,Total,1989,555
8246,16G181412,Total,1999,316
8247,16G181412,Total,2009,98
8248,16G181412,Total,2019,108
8249,16G1816,Total,1989,7156
8250,16G1816,Total,1999,3942
8251,16G1816,Total,2009,2539
8252,16G1816,Total,2019,1473
8253,16G181602,Total,1989,242
8254,16G181602,Total,1999,144
8255,16G181602,Total,2009,62
8256,16G181602,Total,2019,50
8257,16G181606,Total,1989,497
8258,16G181606,Total,1999,260
8259,16G181606,Total,2009,116
8260,16G181606,Total,2019,49
8261,16G181607,Total,1989,492
8262,16G181607,Total,1999,383
8263,16G181607,Total,2009,230
8264,16G181607,Total,2019,223
8265,16G181608,Total,1989,280
8266,16G181608,Total,1999,195
8267,16G181608,Total,2009,107
8268,16G181608,Total,2019,76
8269,16G181609,Total,1989,365
8270,16G181609,Total,1999,205
8271,16G181609,Total,2009,184
8272,16G181609,Total,2019,82
8273,16G181612,Total,1989,165
8274,16G181612,Total,1999,96
8275,16G181612,Total,2009,83
8276,16G181612,Total,2019,32
8277,16G181615,Total,1989,586
8278,16G181615,Total,1999,257
8279,16G181615,Total,2009,155
8280,16G181615,Total,2019,80
8281,16G181616,Total,1989,546
8282,16G181616,Total,1999,213
8283,16G181616,Total,2009,161
8284,16G181616,Total,2019,85
8285,16G181620,Total,1989,1011
8286,16G181620,Total,1999,468
8287,16G181620,Total,2009,285
8288,16G181620,Total,2019,162
8289,16G181621,Total,1989,763
8290,16G181621,Total,1999,361
8291,16G181621,Total,2009,208
8292,16G181621,Total,2019,179
8293,16G181622,Total,1989,347
8294,16G181622,Total,1999,214
8295,16G181622,Total,2009,140
8296,16G181622,Total,2019,49
8297,16G181623,Total,1989,883
8298,16G181623,Total,1999,562
8299,16G181623,Total,2009,319
8300,16G181623,Total,2019,175
8301,16G181617,Total,1989,513
8302,16G181617,Total,1999,314
8303,16G181617,Total,2009,191
8304,16G181617,Total,2019,86
8305,16G181619,Total,1989,467
8306,16G181619,Total,1999,272
8307,16G181619,Total,2009,298
8308,16G181619,Total,2019,147
8309,16G1817,Total,1989,7033
8310,16G1817,Total,1999,2898
8311,16G1817,Total,2009,1599
8312,16G1817,Total,2019,834
8313,16G181702,Total,1989,216
8314,16G181702,Total,1999,49
8315,16G181702,Total,2009,82
8316,16G181702,Total,2019,49
8317,16G181704,Total,1989,2180
8318,16G181704,Total,1999,1217
8319,16G181704,Total,2009,668
8320,16G181704,Total,2019,467
8321,16G181706,Total,1989,617
8322,16G181706,Total,1999,276
8323,16G181706,Total,2009,114
8324,16G181706,Total,2019,51
8325,16G181707,Total,1989,509
8326,16G181707,Total,1999,135
8327,16G181707,Total,2009,56
8328,16G181707,Total,2019,18
8329,16G181709,Total,1989,764
8330,16G181709,Total,1999,293
8331,16G181709,Total,2009,151
8332,16G181709,Total,2019,75
8333,16G181710,Total,1989,1183
8334,16G181710,Total,1999,356
8335,16G181710,Total,2009,229
8336,16G181710,Total,2019,72
8337,16G181711,Total,1989,322
8338,16G181711,Total,1999,108
8339,16G181711,Total,2009,42
8340,16G181711,Total,2019,16
8341,16G181713,Total,1989,402
8342,16G181713,Total,1999,167
8343,16G181713,Total,2009,80
8344,16G181713,Total,2019,34
8345,16G181714,Total,1989,841
8346,16G181714,Total,1999,296
