
Statistical table extracted on October 11, 2022 (20:23:18)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;119030737: União de freguesias de Aboim, Felgueiras, Gontim e Pedraído;762;297;51;61;97;110;146;
;119030738: União de freguesias de Agrela e Serafão;678;256;30;58;88;115;131;
;119030739: União de freguesias de Antime e Silvares (São Clemente);303;117;34;17;52;60;23;
;119030740: União de freguesias de Ardegão, Arnozela e Seidões;526;215;53;37;62;80;79;
;119030741: União de freguesias de Cepães e Fareja;483;214;49;38;68;65;49;
;119030742: União de freguesias de Freitas e Vila Cova;671;247;86;62;72;90;114;
;119030743: União de freguesias de Monte e Queimadela;720;291;46;67;83;111;122;
;119030744: União de freguesias de Moreira do Rei e Várzea Cova;1026;389;60;69;157;175;176;
;119030736: Vinhós;271;122;32;23;31;35;28;
;1190308: Guimarães;15998;8009;1752;1133;1703;1984;1417;
;119030801: Aldão;160;88;13;9;19;22;9;
;119030804: Azurém;132;63;16;13;9;20;11;
;119030806: Barco;210;106;22;16;26;23;17;
;119030807: Brito;364;192;31;21;38;49;33;
;119030808: Caldelas;237;121;17;24;26;31;18;
;119030857: Candoso (São Martinho);162;95;22;5;15;20;5;
;119030812: Costa;196;87;23;17;19;25;25;
;119030813: Creixomil;164;79;8;14;20;27;16;
;119030815: Fermentões;320;158;29;32;35;40;26;
;119030820: Gonça;322;156;36;17;40;38;35;
;119030821: Gondar;76;28;18;- -;10;13;7;
;119030823: Guardizela;173;86;16;6;22;33;10;
;119030824: Infantas;438;233;36;32;60;48;29;
;119030827: Longos;419;224;50;28;34;51;32;
;119030828: Lordelo;221;82;38;17;15;33;36;
;119030830: Mesão Frio;290;152;26;24;35;32;21;
;119030831: Moreira de Cónegos;278;104;29;25;34;46;40;
;119030832: Nespereira;242;103;38;28;28;32;13;
;119030835: Pencelo;213;109;28;12;26;22;16;
;119030836: Pinheiro;234;140;9;23;21;21;20;
;119030837: Polvoreira;307;156;35;20;31;39;26;
;119030838: Ponte;559;268;61;44;56;87;43;
;119030842: Prazins (Santa Eufémia);198;102;26;17;20;23;10;
;119030840: Ronfe;293;137;35;27;27;44;23;
;119030858: Sande (São Martinho);275;127;29;22;36;34;27;
;119030865: São Torcato;592;301;57;47;67;80;40;
;119030850: Selho (São Cristóvão);125;52;21;8;12;21;11;
;119030854: Selho (São Jorge);230;118;27;22;18;28;17;
;119030866: Serzedelo;323;172;37;24;29;32;29;
;119030868: Silvares;327;161;40;16;53;37;20;
;119030875: União das freguesias de Abação e Gémeos;655;409;55;41;68;52;30;
;119030876: União das freguesias de Airão Santa Maria, Airão São João e Vermil;576;265;82;25;58;87;59;
;119030877: União das freguesias de Arosa e Castelões;342;143;19;21;57;42;60;
;119030878: União das freguesias de Atães e Rendufe;829;425;102;46;72;104;80;
;119030879: União das freguesias de Briteiros Santo Estêvão e Donim;409;219;36;23;54;47;30;
;119030880: União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia;488;243;52;35;58;47;53;
;119030881: União das freguesias de Candoso São Tiago e Mascotelos;208;102;25;18;12;35;16;
;119030882: União das freguesias de Conde e Gandarela;266;102;58;25;27;33;21;
;119030883: União das freguesias de Leitões, Oleiros e Figueiredo;528;268;52;38;46;61;63;
;119030884: União das freguesias de Oliveira, São Paio e São Sebastião;7;1;- -;- -;2;2;2;
;119030885: União das freguesias de Prazins Santo Tirso e Corvite;203;107;20;11;27;25;13;
;119030886: União das freguesias de Sande São Lourenço e Balazar;388;199;28;25;43;56;37;
;119030887: União das freguesias de Sande Vila Nova e Sande São Clemente;458;225;50;33;43;57;50;
;119030888: União das freguesias de Selho São Lourenço e Gominhães;406;233;34;22;51;42;24;
;119030889: União das freguesias de Serzedo e Calvos;466;246;51;34;45;39;51;
;119030890: União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar;815;376;110;55;72;112;90;
;119030891: União das freguesias de Tabuadelo e São Faustino;556;290;69;46;48;58;45;
;119030871: Urgezes;318;156;36;25;39;34;28;
;1191705: Mondim de Basto;4786;2281;460;395;633;572;445;
;119170501: Atei;840;368;86;56;124;116;90;
;119170502: Bilhó;712;328;69;51;75;104;85;
;119170505: São Cristóvão de Mondim de Basto;887;381;82;73;152;117;82;
;119170509: União das freguesias de Campanhó e Paradança;568;280;75;63;68;53;29;
;119170510: União das freguesias de Ermelo e Pardelhas;780;387;57;70;103;89;74;
;119170508: Vilar de Ferreiros;999;537;91;82;111;93;85;
;1190309: Póvoa de Lanhoso;7878;3529;694;648;920;1066;1021;
;119030906: Covelas;249;120;17;29;29;26;28;
;119030908: Ferreiros;255;116;31;19;27;37;25;
;119030912: Galegos;200;93;19;13;30;26;19;
;119030913: Garfe;785;347;64;76;82;106;110;
;119030914: Geraz do Minho;339;172;38;16;37;47;29;
;119030915: Lanhoso;303;149;26;26;29;35;38;
;119030917: Monsul;273;121;34;13;32;39;34;
;119030919: Póvoa de Lanhoso (Nossa Senhora do Amparo);291;121;37;16;34;45;38;
;119030921: Rendufinho;297;125;28;29;37;45;33;
;119030922: Santo Emilião;160;70;10;12;33;10;25;
;119030923: São João de Rei;138;55;10;14;15;20;24;
;119030924: Serzedelo;566;248;38;46;67;79;88;
;119030925: Sobradelo da Goma;502;212;33;50;59;71;77;
;119030926: Taíde;247;116;32;11;21;41;26;
;119030927: Travassos;185;73;13;19;32;26;22;
;119030930: União das freguesias de Águas Santas e Moure;355;156;41;32;35;47;44;
;119030931: União das freguesias de Calvos e Frades;407;175;38;39;53;40;62;
;119030932: União das freguesias de Campos e Louredo;539;247;34;62;52;81;63;
;119030933: União das freguesias de Esperança e Brunhais;372;173;23;22;39;76;39;
;119030934: União das freguesias de Fonte Arcada e Oliveira;626;306;49;49;79;62;81;
;119030935: União das freguesias de Verim, Friande e Ajude;499;217;48;41;69;59;65;
;119030929: Vilela;290;117;31;14;29;48;51;
;1190311: Vieira do Minho;7600;2977;670;634;929;1064;1326;
;119031105: Cantelães;470;199;45;34;57;66;69;
;119031107: Eira Vedra;330;122;31;29;49;40;59;
;119031108: Guilhofrei;774;354;52;67;100;95;106;
;119031109: Louredo;278;105;15;23;44;32;59;
;119031110: Mosteiro;480;202;40;56;47;51;84;
;119031111: Parada de Bouro;198;70;13;13;25;34;43;
;119031112: Pinheiro;385;158;41;34;42;55;55;
;119031113: Rossas;1053;443;109;72;130;129;170;
;119031115: Salamonde;301;104;22;32;38;52;53;
;119031118: Tabuaças;380;164;40;32;43;51;50;
;119031122: União das freguesias de Anissó e Soutelo;296;105;29;23;36;51;52;
;119031123: União das freguesias de Anjos e Vilar do Chão;514;176;62;46;64;68;98;
;119031124: União das freguesias de Caniçada e Soengas;386;153;43;38;41;53;58;
;119031125: União das freguesias de Ruivães e Campos;903;304;49;72;132;142;204;
;119031126: União das freguesias de Ventosa e Cova;519;221;41;36;53;80;88;
;119031120: Vieira do Minho;333;97;38;27;28;65;78;
;1190312: Vila Nova de Famalicão;11003;4567;1321;940;1453;1577;1145;
;119031204: Bairro;159;71;14;16;20;22;16;
;119031206: Brufe;141;56;18;14;20;14;19;
;119031210: Castelões;190;78;26;16;28;29;13;
;119031212: Cruz;259;113;29;23;38;42;14;
;119031213: Delães;106;51;11;9;11;15;9;
;119031215: Fradelos;725;286;101;76;88;98;76;
;119031216: Gavião;306;145;27;29;37;41;27;
;119031219: Joane;384;172;42;31;45;56;38;
;119031221: Landim;200;76;28;13;38;25;20;
;119031223: Louro;351;138;52;28;42;55;36;
;119031224: Lousado;134;56;10;9;19;30;10;
;119031225: Mogege;165;82;25;6;19;20;13;
;119031227: Nine;473;176;59;48;66;71;53;
;119031239: Oliveira (Santa Maria);212;104;23;21;20;28;16;
;119031242: Oliveira (São Mateus);55;22;4;3;9;9;8;
;119031230: Pedome;120;60;16;4;13;13;14;
;119031232: Pousada de Saramagos;134;56;9;9;19;26;15;
;119031233: Requião;327;100;58;17;58;51;43;
;119031234: Riba de Ave;65;35;8;3;7;6;6;
;119031235: Ribeirão;318;129;38;28;45;40;38;
;119031250: União das freguesias de Antas e Abade de Vermoim;256;94;33;33;26;30;40;
;119031251: União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;907;358;115;90;112;117;115;
;119031252: União das freguesias de Avidos e Lagoa;213;82;24;9;28;51;19;
;119031253: União das freguesias de Carreira e Bente;188;66;23;9;30;39;21;
;119031254: União das freguesias de Esmeriz e Cabeçudos;297;129;27;21;57;32;31;
;119031255: União das freguesias de Gondifelos, Cavalões e Outiz;1026;422;132;89;161;133;89;
;119031256: União das freguesias de Lemenhe, Mouquim e Jesufrei;550;225;55;59;71;70;70;
;119031257: União das freguesias de Ruivães e Novais;226;98;19;17;39;39;14;
;119031258: União das freguesias de Seide;211;86;28;22;24;27;24;
;119031259: União das freguesias de Vale (São Cosme), Telhado e Portela;928;419;117;64;103;148;77;
;119031260: União das freguesias de Vila Nova de Famalicão e Calendário;393;153;45;40;45;58;52;
;119031241: Vale (São Martinho);262;106;40;19;34;37;26;
;119031247: Vermoim;304;132;33;16;36;50;37;
;119031249: Vilarinho das Cambas;418;191;32;49;45;55;46;
;1190314: Vizela;1893;1002;215;141;176;219;140;
;119031404: Infias;227;118;29;15;26;24;15;
;119031401: Santa Eulália;288;151;41;19;28;33;16;
;119031408: União das freguesias de Caldas de Vizela (São Miguel e São João);357;181;33;19;46;52;26;
;119031409: União das freguesias de Tagilde e Vizela (São Paio);786;416;91;81;56;72;70;
;119031406: Vizela (Santo Adrião);235;136;21;7;20;38;13;
;11A: Área Metropolitana do Porto;91632;36278;10966;9583;11195;12130;11480;
;11A0104: Arouca;11725;5226;1355;1189;1239;1199;1517;
;11A010402: Alvarenga;704;326;81;43;71;79;104;
;11A010407: Chave;776;309;86;97;94;83;107;
;11A010409: Escariz;821;381;78;94;90;80;98;
;11A010411: Fermedo;542;237;51;57;82;46;69;
;11A010413: Mansores;860;368;117;83;71;80;141;
;11A010414: Moldes;952;477;101;107;80;81;106;
;11A010415: Rossas;859;373;120;88;95;95;88;
;11A010416: Santa Eulália;963;428;125;103;90;112;105;
;11A010417: São Miguel do Mato;464;210;49;47;46;49;63;
;11A010418: Tropeço;698;305;84;71;82;67;89;
;11A010421: União das freguesias de Arouca e Burgo;1610;755;207;144;160;163;181;
;11A010422: União das freguesias de Cabreiros e Albergaria da Serra;386;131;31;37;33;56;98;
;11A010423: União das freguesias de Canelas e Espiunca;766;386;81;77;95;53;74;
;11A010424: União das freguesias de Covelo de Paivó e Janarde;341;123;23;35;35;46;79;
;11A010419: Urrô;743;301;96;83;81;97;85;
;11A010420: Várzea;240;116;25;23;34;12;30;
;11A0107: Espinho;299;101;30;34;39;52;43;
;11A010702: Espinho;- -;- -;- -;- -;- -;- -;- -;
;11A010704: Paramos;43;18;7;1;8;7;2;
;11A010705: Silvalde;101;38;5;13;17;11;17;
;11A010706: União das freguesias de Anta e Guetim;155;45;18;20;14;34;24;
;11A1304: Gondomar;5497;1923;710;583;611;809;861;
;11A130412: Baguim do Monte (Rio Tinto);169;46;20;26;20;30;27;
;11A130405: Lomba;250;99;20;24;26;43;38;
;11A130408: Rio Tinto;401;122;60;34;60;64;61;
;11A130413: União das freguesias de Fânzeres e São Pedro da Cova;835;288;106;81;97;120;143;
;11A130414: União das freguesias de Foz do Sousa e Covelo;1274;438;183;124;131;192;206;
;11A130415: União das freguesias de Gondomar (São Cosme), Valbom e Jovim;1317;387;187;146;135;220;242;
;11A130416: União das freguesias de Melres e Medas;1251;543;134;148;142;140;144;
;11A1306: Maia;3066;952;405;360;372;440;537;
;11A130601: Águas Santas;376;116;43;43;42;59;73;
;11A130618: Castêlo da Maia;892;271;140;99;103;121;158;
;11A130619: Cidade da Maia;364;115;34;44;48;63;60;
;11A130603: Folgosa;373;111;60;42;42;58;60;
;11A130608: Milheirós;120;47;10;13;17;18;15;
;11A130609: Moreira;189;62;27;30;19;28;23;
;11A130620: Nogueira e Silva Escura;299;82;40;31;40;43;63;
;11A130617: Pedrouços;72;26;6;6;15;5;14;
;11A130613: São Pedro Fins;223;73;26;29;23;31;41;
;11A130616: Vila Nova da Telha;158;49;19;23;23;14;30;
;11A1308: Matosinhos;1910;549;248;219;248;330;316;
;11A130811: União das freguesias de Custóias, Leça do Balio e Guifões;594;193;88;60;68;96;89;
;11A130812: União das freguesias de Matosinhos e Leça da Palmeira;150;42;12;14;19;35;28;
;11A130813: União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;918;260;109;116;128;156;149;
;11A130814: União das freguesias de São Mamede de Infesta e Senhora da Hora;248;54;39;29;33;43;50;
;11A0113: Oliveira de Azeméis;8804;3187;1070;895;1257;1284;1111;
;11A011301: Carregosa;849;303;82;91;136;129;108;
;11A011302: Cesar;280;93;36;23;34;48;46;
;11A011303: Fajões;582;220;65;49;81;98;69;
;11A011304: Loureiro;1289;447;174;122;189;181;176;
;11A011305: Macieira de Sarnes;136;48;19;6;18;23;22;
;11A011310: Ossela;727;237;100;77;115;105;93;
;11A011315: São Martinho da Gândara;589;225;88;72;61;62;81;
;11A011318: São Roque;205;76;19;22;30;28;30;
;11A011320: União das freguesias de Nogueira do Cravo e Pindelo;507;156;69;32;91;94;65;
;11A011321: União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;1029;372;118;89;154;161;135;
;11A011322: União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;2157;853;230;272;298;288;216;
;11A011319: Vila de Cucujães;454;157;70;40;50;67;70;
;11A1310: Paredes;11175;5281;1237;1064;1273;1346;974;
;11A131001: Aguiar de Sousa;455;179;53;64;48;42;69;
;11A131002: Astromil;156;72;21;13;15;22;13;
;11A131003: Baltar;493;205;46;61;67;75;39;
;11A131004: Beire;546;240;73;63;60;66;44;
;11A131008: Cete;487;230;57;50;56;55;39;
;11A131009: Cristelo;183;86;18;12;19;28;20;
;11A131010: Duas Igrejas;551;288;62;29;73;59;40;
;11A131011: Gandra;921;418;121;87;99;109;87;
;11A131013: Lordelo;502;216;60;36;53;69;68;
;11A131014: Louredo;181;82;22;14;18;31;14;
;11A131017: Parada de Todeia;181;95;22;20;24;11;9;
;11A131025: Paredes;2853;1452;290;263;336;308;204;
;11A131018: Rebordosa;687;296;80;59;78;96;78;
;11A131019: Recarei;627;278;62;80;80;66;61;
;11A131020: Sobreira;596;305;51;54;76;74;36;
;11A131021: Sobrosa;671;304;83;67;69;85;63;
;11A131022: Vandoma;467;222;50;49;44;60;42;
;11A131024: Vilela;618;313;66;43;58;90;48;
;11A1312: Porto;- -;- -;- -;- -;- -;- -;- -;
;11A131202: Bonfim;- -;- -;- -;- -;- -;- -;- -;
;11A131203: Campanhã;- -;- -;- -;- -;- -;- -;- -;
;11A131210: Paranhos;- -;- -;- -;- -;- -;- -;- -;
;11A131211: Ramalde;- -;- -;- -;- -;- -;- -;- -;
;11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;- -;- -;- -;- -;- -;- -;
;11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;- -;- -;- -;- -;- -;- -;
;11A131218: União das freguesias de Lordelo do Ouro e Massarelos;- -;- -;- -;- -;- -;- -;- -;
;11A1313: Póvoa de Varzim;9119;4200;1096;1185;994;910;734;
;11A131305: Balazar;629;276;77;81;76;69;50;
;11A131307: Estela;1716;799;206;256;166;153;136;
;11A131308: Laundos;249;105;34;25;32;34;19;
;11A131311: Rates;759;356;82;79;100;76;66;
;11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;655;281;78;72;92;71;61;
;11A131314: União das freguesias de Aguçadoura e Navais;2491;1143;330;306;246;259;207;
;11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;2620;1240;289;366;282;248;195;
;11A0109: Santa Maria da Feira;8557;3443;993;807;1041;1173;1100;
;11A010901: Argoncilhe;610;246;74;59;84;83;64;
;11A010902: Arrifana;228;84;19;24;38;38;25;
;11A010904: Escapães;108;40;16;6;11;12;23;
;11A010907: Fiães;88;35;12;7;4;13;17;
;11A010908: Fornos;114;44;16;9;17;18;10;
;11A010913: Lourosa;172;75;28;7;15;28;19;
;11A010914: Milheirós de Poiares;183;73;17;12;27;23;31;
;11A010916: Mozelos;208;83;35;17;21;42;10;
;11A010917: Nogueira da Regedoura;46;24;4;2;8;6;2;
;11A010919: Paços de Brandão;93;30;16;4;17;16;10;
;11A010921: Rio Meão;90;29;10;7;13;8;23;
;11A010922: Romariz;991;464;89;104;116;105;113;
;11A010924: Sanguedo;123;45;20;10;19;18;11;
;11A010925: Santa Maria de Lamas;34;9;7;4;1;6;7;
;11A010926: São João de Ver;126;33;20;5;22;17;29;
;11A010918: São Paio de Oleiros;76;31;10;7;4;7;17;
;11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;316;123;41;14;43;49;46;
;11A010933: União das freguesias de Canedo, Vale e Vila Maior;2322;964;242;269;245;301;301;
;11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;1288;521;156;118;153;188;152;
;11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;720;249;84;69;92;113;113;
;11A010936: União de freguesias de São Miguel de Souto e Mosteirô;621;241;77;53;91;82;77;
;11A1314: Santo Tirso;5136;1943;602;411;698;829;653;
;11A131401: Agrela;260;91;31;29;23;47;39;
;11A131402: Água Longa;394;143;45;44;41;59;62;
;11A131405: Aves;154;57;17;4;29;26;21;
;11A131413: Monte Córdova;598;229;46;58;93;91;81;
;11A131430: Negrelos (São Tomé);227;103;16;22;34;31;21;
;11A131416: Rebordões;120;50;18;5;10;24;13;
;11A131418: Reguenga;256;86;24;21;37;48;40;
;11A131419: Roriz;371;139;44;27;42;68;51;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;404;150;47;22;79;58;48;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);523;223;58;27;87;74;54;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;566;191;74;56;80;94;71;
;11A131436: União das freguesias de Lamelas e Guimarei;351;117;51;27;45;53;58;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;751;260;122;61;76;144;88;
;11A131432: Vilarinho;161;104;9;8;22;12;6;
;11A0116: São João da Madeira;137;46;17;8;17;24;25;
;11A011601: São João da Madeira;137;46;17;8;17;24;25;
;11A1318: Trofa;2272;798;292;289;302;307;284;
;11A131806: Covelas;243;70;32;38;44;36;23;
;11A131808: Muro;104;28;16;15;9;15;21;
;11A131809: União das freguesias de Alvarelhos e Guidões;424;167;49;60;57;39;52;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);1132;434;139;132;142;161;124;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);369;99;56;44;50;56;64;
;11A0119: Vale de Cambra;9104;3394;956;998;1202;1242;1312;
;11A011901: Arões;1886;734;188;248;215;209;292;
;11A011903: Cepelos;1101;410;132;107;156;156;140;
;11A011905: Junqueira;1063;415;97;102;133;145;171;
;11A011906: Macieira de Cambra;1326;485;133;139;168;206;195;
;11A011907: Roge;1127;398;126;151;157;140;155;
;11A011902: São Pedro de Castelões;1759;657;182;183;234;255;248;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;842;295;98;68;139;131;111;
;11A1315: Valongo;2511;999;336;239;331;356;250;
;11A131501: Alfena;499;206;59;51;59;77;47;
;11A131503: Ermesinde;203;68;24;22;30;32;27;
;11A131506: União das freguesias de Campo e Sobrado;1213;477;171;106;164;170;125;
;11A131505: Valongo;596;248;82;60;78;77;51;
;11A1316: Vila do Conde;6395;2274;836;747;812;869;857;
;11A131602: Árvore;162;51;19;19;23;22;28;
;11A131603: Aveleda;216;79;25;26;34;25;27;
;11A131604: Azurara;99;42;13;9;8;14;13;
;11A131607: Fajozes;140;37;17;17;28;17;24;
;11A131610: Gião;216;74;33;30;30;26;23;
;11A131611: Guilhabreu;251;82;24;35;31;42;37;
;11A131612: Junqueira;307;99;54;22;37;49;46;
;11A131613: Labruge;367;118;57;46;34;65;47;
;11A131614: Macieira da Maia;205;81;25;27;27;20;25;
;11A131616: Mindelo;324;96;53;55;30;47;43;
;11A131617: Modivas;220;71;27;27;26;24;45;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;765;299;90;82;101;99;94;
;11A131632: União das freguesias de Fornelo e Vairão;362;112;52;44;39;58;57;
