16G182318: Mundão;15;33;126;1;8;22311;102;35;
16G182319: Orgens;1;8;62;11;2;12257;106;25;
16G182320: Povolide;9;53;389;15;2;9366;176;- -;
16G182321: Ranhados;3;11;416;66;2;161;78;12;
16G182339: Repeses e São Salvador;3;7;93;10;4;40139;69;14;
16G182322: Ribafeita;24;42;312;33;8;643;323;32;
16G182323: Rio de Loba;21;12;217;- -;4;410;128;- -;
16G182325: Santos Evos;14;33;403;18;1;1215;429;29;
16G182340: São Cipriano e Vil de Souto;10;26;520;57;16;884;425;19;
16G182327: São João de Lourosa;2;162;383;39;8;3897;1217;90;
16G182329: São Pedro de France;86;86;147;23;7;1050;726;18;
16G182317: Silgueiros;2;42;399;40;28;13918;766;109;
16G182335: União das freguesias de Barreiros e Cepões;209;79;906;116;17;1242;478;- -;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;51;73;723;134;4;23080;994;74;
16G182338: Faíl e Vila Chã de Sá;8;73;316;23;2;1689;446;28;
16G182341: Viseu;- -;4;28;- -;3;189;27;- -;
16G1824: Vouzela;1210;1122;3241;2223;12;844466;22914;543;
16G182401: Alcofra;141;119;183;582;1;64443;257;38;
16G182403: Campia;397;316;530;526;- -;223825;909;238;
16G182407: Fornelo do Monte;20;6;64;74;- -;49;24;- -;
16G182409: Queirã;48;207;660;46;- -;311679;644;74;
16G182410: São Miguel do Mato;12;34;73;25;1;531;222;12;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;301;123;728;295;1;171951;19698;122;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;26;71;151;57;3;578;481;16;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;135;119;403;154;4;25418;280;- -;
16G182411: Ventosa;130;127;449;464;2;45992;399;43;
16H: Beira Baixa;26717;6795;152563;28089;1303;87403;21844;9952;
16H0502: Castelo Branco;3684;4784;59792;9002;400;38140;3437;1556;
16H050201: Alcains;13;2662;5799;63;10;1534;117;- -;
16H050202: Almaceda;- -;42;311;648;9;1336;249;165;
16H050203: Benquerenças;- -;84;759;547;5;789;113;59;
16H050205: Castelo Branco;526;333;13143;561;46;2988;421;58;
16H050211: Lardosa;955;- -;5726;61;20;596;114;23;
16H050212: Louriçal do Campo;65;308;1998;175;2;512;181;48;
16H050214: Malpica do Tejo;775;183;6449;326;36;154;5;91;
16H050216: Monforte da Beira;552;10;3950;295;74;422;105;21;
16H050220: Salgueiro do Campo;5;12;557;182;8;926;92;21;
16H050221: Santo André das Tojeiras;2;30;129;472;15;1899;428;150;
16H050222: São Vicente da Beira;38;18;840;1156;8;2388;446;57;
16H050223: Sarzedas;72;144;583;2052;41;18933;411;557;
16H050225: Tinalhas;17;2;1074;58;4;563;110;5;
16H050226: União das freguesias de Cebolais de Cima e Retaxo;- -;21;1112;622;2;487;142;21;
16H050227: União das freguesias de Escalos de Baixo e Mata;211;96;6882;593;11;1145;102;94;
16H050228: União das freguesias de Escalos de Cima e Lousa;297;1;3558;581;63;578;92;18;
16H050229: União das freguesias de Freixial e Juncal do Campo;59;35;843;416;30;1022;121;150;
16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;69;798;2149;124;10;846;125;16;
16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;28;5;3930;70;6;1022;63;2;
16H0505: Idanha-a-Nova;20108;599;70108;4595;492;11484;1232;428;
16H050502: Aldeia de Santa Margarida;110;4;1583;79;3;462;34;- -;
16H050505: Ladoeiro;776;218;7650;273;38;1886;279;40;
16H050506: Medelim;398;8;1547;41;- -;137;23;- -;
16H050509: Oledo;740;10;4658;95;2;349;6;- -;
16H050510: Penha Garcia;515;35;1403;281;32;673;98;132;
16H050511: Proença-a-Velha;636;4;2247;116;4;336;10;53;
16H050512: Rosmaninhal;1285;93;10182;593;66;1208;12;78;
16H050514: São Miguel de Acha;1044;19;2378;112;6;440;27;6;
16H050516: Toulões;30;- -;1959;239;9;413;44;- -;
16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;6798;39;18941;1740;150;770;3;26;
16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;1804;27;4320;181;30;295;54;- -;
16H050520: União das freguesias de Monsanto e Idanha-a-Velha;991;41;3998;472;58;2529;489;81;
16H050521: União das freguesias de Zebreira e Segura;4981;101;9242;373;94;1986;153;12;
16H0506: Oleiros;10;316;347;2467;9;8737;11445;1897;
16H050601: Álvaro;- -;10;60;143;- -;801;173;122;
16H050603: Cambas;- -;5;5;189;- -;336;72;234;
16H050613: Estreito-Vilar Barroco;- -;28;46;408;1;1172;280;445;
16H050605: Isna;6;28;5;327;- -;870;138;362;
16H050606: Madeirã;- -;6;6;48;1;442;68;80;
16H050607: Mosteiro;- -;17;32;104;- -;578;73;56;
16H050614: Oleiros-Amieira;4;165;125;909;4;3095;10414;513;
16H050609: Orvalho;- -;23;10;121;3;741;92;33;
16H050610: Sarnadas de São Simão;- -;8;- -;74;- -;237;34;14;
16H050611: Sobral;- -;26;58;144;- -;465;101;38;
16H0507: Penamacor;2367;303;10950;4294;172;5681;1060;420;
16H050704: Aranhas;- -;53;392;92;6;375;41;25;
16H050706: Benquerença;2;54;1962;345;34;837;270;105;
16H050707: Meimão;3;5;214;554;11;26;- -;- -;
16H050708: Meimoa;98;5;1419;199;26;369;78;116;
16H050710: Penamacor;1909;115;4445;2323;24;1387;258;36;
16H050711: Salvador;- -;15;280;271;22;346;6;60;
16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;35;32;602;230;15;849;104;- -;
16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;320;10;1192;266;21;1022;170;8;
16H050712: Vale da Senhora da Póvoa;- -;14;444;14;13;470;133;70;
16H0508: Proença-a-Nova;260;484;2004;6016;186;17929;3509;5061;
16H050802: Montes da Senhora;- -;18;173;321;6;1444;238;374;
16H050805: São Pedro do Esteval;17;94;505;1343;46;2522;286;1293;
16H050807: União das freguesias de Proença-a-Nova e Peral;223;290;929;2650;96;8812;2117;2914;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;20;82;397;1702;38;5151;868;480;
16H0511: Vila Velha de Ródão;288;309;9362;1715;44;5432;1161;590;
16H051101: Fratel;30;43;862;404;24;1693;228;177;
16H051102: Perais;49;11;5865;347;7;937;235;90;
16H051103: Sarnadas de Ródão;- -;10;454;356;3;570;126;6;
16H051104: Vila Velha de Ródão;209;245;2181;608;10;2232;572;317;
16I: Médio Tejo;8939;52265;37753;18728;1079;4239357;42497;10505;
16I1401: Abrantes;1487;1966;11271;1961;304;12941;1072;1745;
16I140104: Bemposta;765;1780;3128;423;18;324;399;1210;
16I140119: Carvalhal;- -;- -;6;1;- -;100;10;- -;
16I140118: Fontes;- -;- -;34;12;- -;- -;- -;- -;
16I140105: Martinchel;2;- -;186;67;- -;398;76;10;
16I140106: Mouriscas;22;22;669;189;96;1617;173;114;
16I140107: Pego;- -;- -;1699;54;12;7411;48;47;
16I140108: Rio de Moinhos;- -;3;69;3;- -;44;10;1;
16I140115: Tramagal;- -;84;1325;489;14;20;- -;22;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;16;58;958;62;112;853;46;39;
16I140121: União das freguesias de Aldeia do Mato e Souto;- -;- -;169;32;- -;303;- -;- -;
16I140122: União das freguesias de Alvega e Concavada;285;19;1196;536;20;1239;299;210;
16I140123: União das freguesias de São Facundo e Vale das Mós;290;- -;1410;93;32;611;8;92;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;107;- -;422;- -;- -;21;3;- -;
16I1402: Alcanena;2139;322;2859;1678;35;17023;229;254;
16I140202: Bugalhos;108;53;442;47;2;813;45;26;
16I140206: Minde;30;164;300;68;4;159;45;5;
16I140207: Moitas Venda;62;30;312;527;8;159;44;- -;
16I140208: Monsanto;231;12;115;28;4;15010;- -;40;
16I140209: Serra de Santo António;1249;- -;510;144;5;67;16;162;
16I140211: União das freguesias de Alcanena e Vila Moreira;145;60;583;640;5;509;64;1;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;314;3;597;224;7;306;15;20;
16I1408: Constância;- -;- -;113;23;24;338;3;51;
16I140801: Constância;- -;- -;- -;- -;10;54;- -;23;
16I140802: Montalvo;- -;- -;47;- -;4;13;3;- -;
16I140803: Santa Margarida da Coutada;- -;- -;66;23;10;271;- -;28;
16I1410: Entroncamento;30;- -;508;24;20;120;- -;11;
16I141002: Nossa Senhora de Fátima;30;- -;19;12;- -;36;- -;11;
16I141001: São João Baptista;- -;- -;489;12;20;84;- -;- -;
16I1411: Ferreira do Zêzere;259;22518;2211;1179;45;1586640;505;819;
16I141101: Águas Belas;52;11693;321;75;20;45265;49;8;
16I141103: Beco;- -;3;142;79;2;84;4;19;
16I141104: Chãos;- -;17;94;276;2;652;33;42;
16I141106: Ferreira do Zêzere;83;8145;193;162;9;942525;26;17;
16I141107: Igreja Nova do Sobral;16;1414;75;40;1;625;86;7;
16I141110: Nossa Senhora do Pranto;74;204;717;276;- -;595404;50;478;
16I141111: União das freguesias de Areias e Pias;34;1042;669;271;11;2085;257;248;
16I1413: Mação;389;905;1324;1762;72;9086;1771;2770;
16I141302: Amêndoa;- -;18;135;80;7;449;68;412;
16I141303: Cardigos;35;633;271;298;20;1676;413;703;
16I141304: Carvoeiro;3;25;95;388;10;731;137;220;
16I141305: Envendos;310;19;384;370;16;1460;253;579;
16I141307: Ortiga;6;24;7;97;1;798;224;91;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;35;186;432;529;18;3972;676;765;
16I1421: Ourém;1842;997;4782;2373;62;1490740;27570;1195;
16I142101: Alburitel;1;8;89;37;- -;516;3280;5;
16I142102: Atouguia;86;5;264;86;2;519;2718;109;
16I142104: Caxarias;4;11;174;93;2;980;176;6;
16I142105: Espite;5;11;117;6;1;31;2;4;
16I142106: Fátima;60;21;371;337;- -;53390;300;205;
16I142115: Nossa Senhora da Piedade;273;181;277;87;10;30128;4;2;
16I142111: Nossa Senhora das Misericórdias;809;90;895;392;6;123504;564;430;
16I142113: Seiça;23;240;366;152;4;1743;3698;81;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;226;177;538;411;15;49393;256;55;
16I142120: União das freguesias de Gondemaria e Olival;33;38;505;155;2;15368;15442;24;
16I142121: União das freguesias de Matas e Cercal;25;49;304;92;7;2252;542;36;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;282;112;734;392;12;42106;384;215;
16I142114: Urqueira;15;54;148;133;1;1170810;204;23;
16I1417: Sardoal;249;95;717;323;17;1602;234;145;
16I141701: Alcaravela;- -;7;61;127;4;147;54;5;
16I141702: Santiago de Montalegre;- -;- -;26;37;- -;112;3;- -;
16I141703: Sardoal;249;85;488;134;13;948;165;79;
16I141704: Valhascos;- -;3;142;25;- -;395;12;61;
16I0509: Sertã;307;10441;2229;4701;51;21542;7583;1394;
16I050901: Cabeçudo;119;8;113;103;1;851;286;5;
16I050902: Carvalhal;23;21;219;184;- -;875;161;74;
16I050903: Castelo;12;62;176;171;4;1636;387;- -;
16I050911: Pedrógão Pequeno;43;49;182;258;4;1655;358;84;
16I050912: Sertã;20;9843;310;869;5;5116;3920;479;
16I050913: Troviscal;12;125;282;882;3;2551;591;146;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;13;113;594;731;15;3867;550;267;
16I050916: União das freguesias de Cumeada e Marmeleiro;24;61;23;345;10;1401;287;161;
16I050917: União das freguesias de Ermida e Figueiredo;1;82;171;524;6;1683;449;127;
16I050914: Várzea dos Cavaleiros;40;77;159;634;3;1907;594;51;
16I1418: Tomar;1109;8484;5486;1970;296;882617;1744;583;
16I141802: Asseiceira;7;4;140;9;7;367917;104;77;
16I141804: Carregueiros;64;9;78;17;- -;550;79;34;
16I141808: Olalhas;94;5411;289;89;29;601;89;70;
16I141809: Paialvo;298;23;1505;204;15;147303;234;28;
16I141814: Sabacheira;12;12;150;249;3;9069;155;5;
16I141813: São Pedro de Tomar;215;93;446;96;59;45771;139;40;
16I141817: União das freguesias de Além da Ribeira e Pedreira;40;15;353;118;32;889;64;25;
16I141818: União das freguesias de Casais e Alviobeira;106;48;417;248;59;42789;275;110;
16I141819: União das freguesias de Madalena e Beselga;153;2824;908;379;10;264105;296;64;
16I141820: União das freguesias de Serra e Junceira;14;9;476;160;56;1411;102;42;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;106;36;724;401;26;2212;207;88;
16I1419: Torres Novas;1112;5948;5667;2175;130;194527;1033;108;
16I141902: Assentiz;93;17;681;286;6;26196;26;- -;
16I141904: Chancelaria;317;13;445;183;23;40913;140;18;
16I141917: Meia Via;- -;- -;10;5;9;44;- -;1;
16I141909: Pedrógão;58;22;432;270;9;1108;134;53;
16I141910: Riachos;110;12;252;12;17;334;69;- -;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;11;38;1571;165;27;121239;100;2;
16I141919: União das freguesias de Olaia e Paço;246;5808;598;34;5;444;71;4;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);223;30;899;402;17;2924;375;12;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;25;8;617;785;15;819;102;16;
16I141916: Zibreira;29;- -;162;33;2;506;16;2;
16I0510: Vila de Rei;16;584;184;469;10;21726;701;1418;
16I051001: Fundada;- -;18;79;100;4;239;122;39;
16I051002: São João do Peso;14;1;8;17;2;279;121;29;
16I051003: Vila de Rei;2;565;97;352;4;21208;458;1350;
16I1420: Vila Nova da Barquinha;- -;5;402;90;13;455;52;12;
16I142001: Atalaia;- -;3;98;51;1;123;- -;- -;
16I142002: Praia do Ribatejo;- -;- -;78;20;11;76;9;- -;
16I142003: Tancos;- -;- -;70;7;- -;97;14;6;
16I142006: Vila Nova da Barquinha;- -;2;156;12;1;159;29;6;
16J: Beiras e Serra da Estrela;34415;15551;202900;31151;4754;453676;35509;11853;
16J0902: Almeida;6385;5848;14354;472;465;1764;563;1664;
16J090203: Almeida;544;4534;3567;- -;25;147;109;70;
16J090207: Castelo Bom;266;- -;170;- -;30;60;17;- -;
16J090209: Freineda;630;7;873;22;26;- -;- -;1235;
16J090210: Freixo;324;6;9;30;15;82;8;181;
16J090213: Malhada Sorda;922;192;2090;31;30;48;3;- -;
16J090219: Nave de Haver;129;14;1444;14;35;18;15;32;
16J090224: São Pedro de Rio Seco;234;12;703;20;25;265;3;1;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;414;26;1251;2;44;243;88;- -;
16J090231: União das freguesias de Azinhal, Peva e Valverde;612;31;432;162;36;200;80;1;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;566;13;73;46;32;150;88;50;
16J090233: União das freguesias de Junça e Naves;292;982;571;29;18;155;13;3;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;210;23;501;110;51;255;97;1;
16J090235: União das freguesias de Malpartida e Vale de Coelha;326;- -;925;4;24;26;- -;- -;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;83;3;399;2;25;65;- -;90;
16J090227: Vale da Mula;458;- -;1317;- -;22;4;- -;- -;
16J090229: Vilar Formoso;375;5;29;- -;27;46;42;- -;
16J0501: Belmonte;436;207;9211;577;57;4424;1039;336;
16J050102: Caria;239;106;4952;163;22;2506;356;186;
16J050104: Inguias;39;30;1498;37;13;384;55;- -;
16J050105: Maçainhas;27;8;322;194;9;263;188;- -;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;131;63;2439;183;13;1271;440;150;
16J0903: Celorico da Beira;537;347;16668;1146;178;3860;1146;118;
16J090302: Baraçal;8;18;514;82;9;160;50;- -;
16J090304: Carrapichana;- -;- -;241;24;1;81;54;13;
16J090322: Casas do Soeiro;- -;1;238;2;9;114;8;1;
16J090306: Forno Telheiro;103;132;2657;204;12;405;118;1;
16J090307: Lajeosa do Mondego;120;33;812;227;4;304;124;2;
16J090308: Linhares;5;- -;960;62;12;273;80;68;
16J090309: Maçal do Chão;47;12;1047;58;22;203;73;3;
16J090310: Mesquitela;- -;12;966;87;7;150;37;- -;
16J090311: Minhocal;25;14;2348;5;7;185;63;- -;
16J090312: Prados;- -;14;1155;139;3;73;- -;- -;
16J090314: Ratoeira;45;20;383;4;4;170;34;20;
16J090323: União das freguesias de Açores e Velosa;6;29;1344;110;22;284;130;- -;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;33;38;2290;70;22;789;135;- -;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;142;5;807;25;19;190;58;8;
16J090326: União das freguesias de Rapa e Cadafaz;3;5;532;20;15;151;57;2;
16J090318: Vale de Azares;- -;14;374;27;10;328;125;- -;
16J0503: Covilhã;2473;775;11150;4347;113;11783;3750;1708;
16J050302: Aldeia de São Francisco de Assis;- -;- -;- -;16;- -;30;10;- -;
16J050305: Boidobra;186;24;1199;33;12;69;47;30;
16J050308: Cortes do Meio;48;6;446;661;2;1037;138;145;
16J050309: Dominguizo;- -;- -;187;11;- -;136;69;27;
16J050310: Erada;- -;3;201;428;3;252;155;52;
16J050311: Ferro;519;180;1098;289;11;2283;695;36;
16J050312: Orjais;203;30;481;39;1;367;127;48;
16J050314: Paul;114;14;1348;105;- -;521;273;6;
16J050315: Peraboa;395;46;2470;167;21;1068;597;45;
16J050318: São Jorge da Beira;- -;- -;- -;12;- -;31;17;197;
16J050322: Sobral de São Miguel;- -;- -;2;35;- -;153;82;350;
16J050324: Tortosendo;59;48;968;169;11;1051;313;11;
16J050325: Unhais da Serra;388;2;336;776;6;376;25;26;
16J050332: União das freguesias de Barco e Coutada;30;23;117;43;1;849;324;92;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;- -;40;77;287;2;156;42;67;
16J050334: União das freguesias de Casegas e Ourondo;40;27;- -;105;2;314;90;222;
16J050335: União das freguesias de Covilhã e Canhoso;396;54;649;514;7;72;61;158;
16J050336: União das freguesias de Peso e Vales do Rio;28;3;75;81;- -;368;78;- -;
16J050337: União das freguesias de Teixoso e Sarzedo;26;206;1054;146;11;2091;385;142;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;41;59;411;4;8;454;179;- -;
16J050327: Verdelhos;- -;10;31;426;15;105;43;54;
16J0904: Figueira de Castelo Rodrigo;2595;254;21872;312;351;2633;944;321;
16J090403: Castelo Rodrigo;163;5;1141;- -;12;55;43;- -;
16J090406: Escalhão;102;34;1592;42;11;351;34;- -;
16J090408: Figueira de Castelo Rodrigo;121;10;768;41;22;423;158;1;
16J090410: Mata de Lobos;162;13;3089;11;31;121;9;24;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;214;54;3647;80;55;452;212;- -;
16J090419: União das freguesias de Almofala e Escarigo;439;4;2126;3;42;77;14;57;
16J090420: União das freguesias de Cinco Vilas e Reigada;562;42;2737;- -;50;114;112;- -;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;37;52;2564;122;88;597;118;47;
16J090422: União das freguesias do Colmeal e Vilar Torpim;234;18;2821;11;16;249;150;192;
16J090415: Vermiosa;561;22;1387;2;24;194;94;- -;
16J0905: Fornos de Algodres;78;249;5337;737;30;64616;1208;197;
16J090501: Algodres;28;34;388;78;5;524;162;- -;
16J090502: Casal Vasco;1;12;337;8;3;296;113;- -;
16J090504: Figueiró da Granja;1;8;196;39;2;12395;80;110;
16J090505: Fornos de Algodres;- -;42;599;96;5;40685;61;13;
16J090507: Infias;- -;- -;96;4;2;86;65;- -;
16J090509: Maceira;- -;5;408;62;- -;169;48;2;
16J090510: Matança;10;16;541;154;4;8295;86;- -;
16J090511: Muxagata;27;15;441;44;1;350;25;2;
16J090512: Queiriz;2;60;319;95;- -;342;214;16;
16J090517: União das freguesias de Cortiçô e Vila Chã;- -;36;226;89;- -;289;78;4;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;- -;7;944;24;8;447;111;7;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;9;14;842;44;- -;738;165;43;
16J0504: Fundão;2402;4845;39172;7167;206;21605;5649;1736;
16J050401: Alcaide;1;1;328;55;5;728;137;21;
16J050402: Alcaria;91;3163;815;203;5;969;96;- -;
16J050403: Alcongosta;- -;2;2;- -;- -;226;58;- -;
16J050406: Alpedrinha;27;5;865;243;2;553;153;1;
16J050408: Barroca;- -;- -;10;92;- -;315;175;9;
16J050410: Bogas de Cima;- -;- -;11;302;2;523;253;319;
16J050411: Capinha;380;31;2443;679;9;629;245;26;
16J050412: Castelejo;3;11;165;114;2;686;360;398;
16J050413: Castelo Novo;51;4;6224;466;15;261;47;6;
16J050431: Enxames;26;27;753;532;6;794;304;50;
16J050416: Fatela;1;23;1040;70;5;982;254;- -;
16J050419: Lavacolhos;- -;3;86;206;- -;253;42;128;
16J050420: Orca;128;29;6350;129;38;1391;136;14;
16J050421: Pêro Viseu;243;22;735;457;1;900;554;- -;
16J050424: Silvares;- -;- -;9;46;1;392;71;273;
16J050425: Soalheira;43;4;2899;70;9;440;37;16;
16J050426: Souto da Casa;1;1;463;426;1;646;156;69;
16J050427: Telhado;196;44;1444;254;2;922;266;10;
16J050432: Três Povos;15;37;2851;357;10;1009;344;51;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;978;1286;2998;387;28;4193;947;9;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;2;14;268;288;1;621;141;113;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;186;9;3146;84;40;688;258;19;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;30;129;5267;1707;24;3484;615;204;
