
Statistical table extracted on October 11, 2022 (22:39:22)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;11E040233: Quintela de Lampaças;225;86;131;6;2;
;11E040234: Rabal;164;63;93;4;4;
;11E040236: Rebordãos;345;91;220;18;16;
;11E040239: Salsas;337;148;166;12;11;
;11E040240: Samil;252;47;180;16;9;
;11E040241: Santa Comba de Rossas;133;33;71;21;8;
;11E040244: São Pedro de Sarracenos;185;50;110;13;12;
;11E040246: Sendas;191;87;90;7;7;
;11E040247: Serapicos;227;119;92;14;2;
;11E040248: Sortes.;168;67;91;7;3;
;11E040250: União das freguesias de Aveleda e Rio de Onor;320;121;163;25;11;
;11E040251: União das freguesias de Castrelos e Carrazedo;328;124;178;16;10;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;737;254;377;53;53;
;11E040253: União das freguesias de Parada e Faílde;563;149;346;55;13;
;11E040254: União das freguesias de Rebordainhos e Pombares;213;86;115;7;5;
;11E040255: União das freguesias de Rio Frio e Milhão;463;123;272;37;31;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;495;189;271;19;16;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;458;97;256;48;57;
;11E040249: Zoio;174;45;115;11;3;
;11E0405: Macedo de Cavaleiros;8932;3162;4817;536;417;
;11E040502: Amendoeira;350;118;213;9;10;
;11E040503: Arcas;297;101;169;19;8;
;11E040507: Carrapatas;176;50;101;18;7;
;11E040509: Chacim;197;54;115;17;11;
;11E040510: Cortiços;303;97;185;13;8;
;11E040511: Corujas;154;69;82;3;- -;
;11E040514: Ferreira;223;88;116;17;2;
;11E040515: Grijó;244;75;143;10;16;
;11E040516: Lagoa;393;114;209;37;33;
;11E040517: Lamalonga;382;166;186;21;9;
;11E040518: Lamas;273;93;153;26;1;
;11E040519: Lombo;311;108;168;25;10;
;11E040520: Macedo de Cavaleiros;370;83;191;42;54;
;11E040521: Morais;327;143;162;10;12;
;11E040523: Olmos;197;64;108;8;17;
;11E040524: Peredo;182;54;117;4;7;
;11E040526: Salselas;438;169;206;39;24;
;11E040528: Sezulfe;193;56;117;9;11;
;11E040530: Talhas;347;171;150;13;13;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;535;203;280;29;23;
;11E040540: União das freguesias de Bornes e Burga;347;100;208;23;16;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;371;128;197;28;18;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;549;250;270;16;13;
;11E040543: União das freguesias de Podence e Santa Combinha;260;108;124;25;3;
;11E040544: União das freguesias de Talhinhas e Bagueixe;404;140;211;17;36;
;11E040532: Vale Benfeito;140;28;83;14;15;
;11E040533: Vale da Porca;213;75;120;9;9;
;11E040534: Vale de Prados;247;81;135;22;9;
;11E040536: Vilarinho de Agrochão;250;107;135;4;4;
;11E040538: Vinhas;259;69;163;9;18;
;11E0406: Miranda do Douro;4600;1678;2470;292;160;
;11E040604: Duas Igrejas;601;216;320;48;17;
;11E040605: Genísio;211;103;92;14;2;
;11E040607: Malhadas;255;104;135;12;4;
;11E040608: Miranda do Douro;327;112;180;18;17;
;11E040609: Palaçoulo;447;178;224;24;21;
;11E040611: Picote;185;53;106;11;15;
;11E040612: Póvoa;212;78;120;13;1;
;11E040613: São Martinho de Angueira;274;133;107;28;6;
;11E040618: União das freguesias de Constantim e Cicouro;229;94;121;11;3;
;11E040619: União das freguesias de Ifanes e Paradela;328;138;164;23;3;
;11E040620: União das freguesias de Sendim e Atenor;944;272;558;62;52;
;11E040621: União das freguesias de Silva e Águas Vivas;271;65;185;7;14;
;11E040616: Vila Chã de Braciosa;316;132;158;21;5;
;11E0407: Mirandela;10479;3585;5680;710;504;
;11E040701: Abambres;284;85;175;16;8;
;11E040702: Abreiro;213;70;112;11;20;
;11E040703: Aguieiras;352;168;160;20;4;
;11E040704: Alvites;271;86;154;11;20;
;11E040708: Bouça;279;90;151;27;11;
;11E040709: Cabanelas;381;124;222;18;17;
;11E040710: Caravelas;248;121;112;10;5;
;11E040711: Carvalhais;475;143;268;41;23;
;11E040712: Cedães;363;140;202;15;6;
;11E040713: Cobro;115;40;62;7;6;
;11E040714: Fradizela;283;99;139;25;20;
;11E040716: Frechas;323;86;188;26;23;
;11E040718: Lamas de Orelhão;335;93;220;15;7;
;11E040720: Mascarenhas;446;137;262;33;14;
;11E040721: Mirandela;416;101;223;59;33;
;11E040722: Múrias;320;99;205;10;6;
;11E040724: Paços;365;133;207;16;9;
;11E040727: São Pedro Velho;468;145;257;43;23;
;11E040728: São Salvador;204;102;71;16;15;
;11E040729: Suçães;478;161;271;32;14;
;11E040730: Torre de Dona Chama;709;232;377;54;46;
;11E040738: União das freguesias de Avantos e Romeu;368;101;223;19;25;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;436;149;222;38;27;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;388;120;216;28;24;
;11E040741: União das freguesias de Franco e Vila Boa;304;105;173;12;14;
;11E040742: União das freguesias de Freixeda e Vila Verde;252;140;78;18;16;
;11E040731: Vale de Asnes;318;180;122;10;6;
;11E040732: Vale de Gouvinhas;446;130;244;37;35;
;11E040733: Vale de Salgueiro;406;114;239;31;22;
;11E040734: Vale de Telhas;233;91;125;12;5;
;11E0408: Mogadouro;7699;2565;4183;538;413;
;11E040801: Azinhoso;339;123;178;21;17;
;11E040802: Bemposta;590;165;353;44;28;
;11E040803: Bruçó;249;97;120;14;18;
;11E040804: Brunhoso;245;64;133;28;20;
;11E040807: Castelo Branco;507;170;271;32;34;
;11E040808: Castro Vicente;479;226;214;26;13;
;11E040809: Meirinhos;291;98;154;22;17;
;11E040811: Paradela;200;74;96;13;17;
;11E040812: Penas Roias;348;110;206;23;9;
;11E040813: Peredo da Bemposta;346;77;200;29;40;
;11E040815: Saldanha;164;61;90;5;8;
;11E040817: São Martinho do Peso;461;169;236;29;27;
;11E040819: Tó;209;66;119;14;10;
;11E040820: Travanca;248;85;134;16;13;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;355;87;220;30;18;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;978;315;531;69;63;
;11E040831: União das freguesias de Remondes e Soutelo;414;149;236;19;10;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;503;190;265;34;14;
;11E040821: Urrós;451;139;247;42;23;
;11E040822: Vale da Madre;83;26;47;8;2;
;11E040826: Vila de Ala;239;74;133;20;12;
;11E0410: Vila Flor;4896;1175;2981;458;282;
;11E041002: Benlhevai;217;57;129;22;9;
;11E041005: Freixiel;837;196;522;67;52;
;11E041009: Roios;188;37;131;13;7;
;11E041010: Samões;181;35;130;9;7;
;11E041011: Sampaio;140;25;89;17;9;
;11E041012: Santa Comba de Vilariça;280;45;188;20;27;
;11E041013: Seixo de Manhoses;354;100;196;26;32;
;11E041014: Trindade;246;73;129;28;16;
;11E041020: União das freguesias de Assares e Lodões;354;87;215;33;19;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;277;76;172;23;6;
;11E041022: União das freguesias de Valtorno e Mourão;409;109;233;40;27;
;11E041023: União das freguesias de Vila Flor e Nabo;692;167;392;95;38;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;501;126;309;41;25;
;11E041015: Vale Frechoso;220;42;146;24;8;
;11E0411: Vimioso;3754;1365;1996;238;155;
;11E041103: Argozelo;450;168;245;28;9;
;11E041107: Carção;357;145;179;20;13;
;11E041108: Matela;323;141;147;21;14;
;11E041109: Pinelo;257;95;134;16;12;
;11E041110: Santulhão;453;201;205;33;14;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;618;250;324;31;13;
;11E041116: União das freguesias de Caçarelhos e Angueira;350;80;232;21;17;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;327;117;178;14;18;
;11E041113: Vilar Seco;192;62;114;10;6;
;11E041114: Vimioso;427;106;238;44;39;
;11E0412: Vinhais;7205;2564;4076;360;205;
;11E041201: Agrochão;227;80;133;6;8;
;11E041203: Candedo;340;116;204;15;5;
;11E041204: Celas;279;91;169;15;4;
;11E041206: Edral;200;83;108;8;1;
;11E041207: Edrosa;160;57;92;8;3;
;11E041208: Ervedosa;379;166;177;22;14;
;11E041215: Paçó;209;83;116;10;- -;
;11E041216: Penhas Juntas;210;82;116;11;1;
;11E041219: Rebordelo;468;191;241;19;17;
;11E041221: Santalha;284;150;117;16;1;
;11E041226: Tuizelo;422;156;241;15;10;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;379;103;232;26;18;
;11E041237: União das freguesias de Moimenta e Montouto;258;81;166;7;4;
;11E041238: União das freguesias de Nunes e Ousilhão;253;96;135;10;12;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;327;185;137;5;- -;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;303;79;205;15;4;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;238;82;143;7;6;
;11E041242: União das freguesias de Travanca e Santa Cruz;165;26;113;15;11;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;223;87;127;5;4;
;11E041227: Vale das Fontes;294;105;161;10;18;
;11E041229: Vila Boa de Ousilhão;124;58;59;7;- -;
;11E041230: Vila Verde;173;57;104;11;1;
;11E041232: Vilar de Ossos;209;43;142;12;12;
;11E041233: Vilar de Peregrinos;211;70;121;13;7;
;11E041234: Vilar Seco de Lomba;232;83;130;12;7;
;11E041235: Vinhais;638;154;387;60;37;
;16: Centro;466293;151107;270117;29002;16067;
;16B: Oeste;63100;18979;38148;4295;1678;
;16B1001: Alcobaça;9572;2610;6061;650;251;
;16B100102: Alfeizerão;659;175;406;64;14;
;16B100120: Aljubarrota;1227;406;716;67;38;
;16B100104: Bárrio;464;134;293;27;10;
;16B100105: Benedita;975;205;647;97;26;
;16B100106: Cela;1229;323;821;71;14;
;16B100108: Évora de Alcobaça;1280;396;773;81;30;
;16B100109: Maiorga;379;86;259;27;7;
;16B100112: São Martinho do Porto;194;48;117;18;11;
;16B100114: Turquel;1180;354;757;51;18;
;16B100121: União das freguesias de Alcobaça e Vestiaria;189;44;116;16;13;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;697;145;453;65;34;
;16B100123: União das freguesias de Pataias e Martingança;337;98;194;26;19;
;16B100116: Vimeiro;762;196;509;40;17;
;16B1101: Alenquer;8610;2489;5126;712;283;
;16B110106: Carnota;872;289;501;63;19;
;16B110107: Meca;905;240;561;84;20;
;16B110108: Olhalvo;451;90;288;57;16;
;16B110109: Ota;265;79;153;22;11;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;1130;342;709;53;26;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1040;281;619;107;33;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);752;171;459;79;43;
;16B110120: União das freguesias de Carregado e Cadafais;377;111;215;29;22;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;774;267;409;67;31;
;16B110113: Ventosa;1016;289;599;91;37;
;16B110114: Vila Verde dos Francos;1028;330;613;60;25;
;16B1102: Arruda dos Vinhos;2091;636;1250;140;65;
;16B110201: Arranhó;548;183;331;29;5;
;16B110202: Arruda dos Vinhos;941;295;535;62;49;
;16B110203: Cardosas;170;46;101;21;2;
;16B110204: São Tiago dos Velhos;432;112;283;28;9;
;16B1005: Bombarral;3380;994;2060;204;122;
;16B100502: Carvalhal;1286;397;767;76;46;
;16B100505: Pó;281;80;183;16;2;
;16B100503: Roliça;786;226;499;39;22;
;16B100506: União das freguesias do Bombarral e Vale Covo;1027;291;611;73;52;
;16B1104: Cadaval;4976;1342;3079;413;142;
;16B110401: Alguber;494;163;292;29;10;
;16B110407: Peral;474;96;320;45;13;
;16B110412: União das freguesias de Lamas e Cercal;1304;379;797;94;34;
;16B110413: União das freguesias de Painho e Figueiros;731;198;442;73;18;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;676;169;409;65;33;
;16B110409: Vermelha;506;131;323;31;21;
;16B110410: Vilar;791;206;496;76;13;
;16B1006: Caldas da Rainha;7304;2384;4346;442;132;
;16B100601: A dos Francos;742;255;438;34;15;
;16B100602: Alvorninha;1358;472;781;88;17;
;16B100604: Carvalhal Benfeito;618;179;398;34;7;
;16B100606: Foz do Arelho;61;17;35;5;4;
;16B100607: Landal;416;130;247;33;6;
;16B100608: Nadadouro;194;79;104;9;2;
;16B100609: Salir de Matos;966;354;555;47;10;
;16B100611: Santa Catarina;1000;247;652;74;27;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;613;174;381;43;15;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;346;130;190;18;8;
;16B100619: União das freguesias de Tornada e Salir do Porto;393;142;216;26;9;
;16B100615: Vidais;597;205;349;31;12;
;16B1108: Lourinhã;6118;2054;3586;369;109;
;16B110803: Moita dos Ferreiros;978;320;571;71;16;
;16B110805: Reguengo Grande;623;208;379;25;11;
;16B110810: Ribamar;292;99;169;21;3;
;16B110806: Santa Bárbara;483;173;270;31;9;
;16B110812: União das freguesias de Lourinhã e Atalaia;1827;580;1100;108;39;
;16B110813: União das freguesias de Miragaia e Marteleira;1024;380;556;73;15;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;587;199;364;18;6;
;16B110808: Vimeiro;304;95;177;22;10;
;16B1011: Nazaré;987;252;611;88;36;
;16B101101: Famalicão;369;84;246;32;7;
;16B101102: Nazaré;163;47;97;10;9;
;16B101103: Valado dos Frades;455;121;268;46;20;
;16B1012: Óbidos;3168;972;1955;172;69;
;16B101201: A dos Negros;621;200;372;39;10;
;16B101202: Amoreira;219;61;145;9;4;
;16B101208: Gaeiras;204;55;135;11;3;
;16B101203: Olho Marinho;470;123;307;33;7;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;1007;315;606;50;36;
;16B101209: Usseira;319;100;199;16;4;
;16B101207: Vau;328;118;191;14;5;
;16B1014: Peniche;2458;762;1533;123;40;
;16B101402: Atouguia da Baleia;1628;502;1009;91;26;
;16B101406: Ferrel;593;185;379;18;11;
;16B101407: Peniche;14;8;6;- -;- -;
;16B101405: Serra d'El-Rei;223;67;139;14;3;
;16B1112: Sobral de Monte Agraço;1977;700;1080;135;62;
;16B111201: Santo Quintino;905;306;484;81;34;
;16B111202: Sapataria;849;327;467;37;18;
;16B111203: Sobral de Monte Agraço;223;67;129;17;10;
;16B1113: Torres Vedras;12459;3784;7461;847;367;
;16B111306: Freiria;773;245;465;38;25;
;16B111310: Ponte do Rol;302;102;172;20;8;
;16B111311: Ramalhal;632;192;375;49;16;
;16B111314: São Pedro da Cadeira;1148;400;674;57;17;
;16B111316: Silveira;838;248;519;54;17;
;16B111317: Turcifal;910;274;539;72;25;
;16B111321: União das freguesias de A dos Cunhados e Maceira;1242;379;782;60;21;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;704;267;377;48;12;
;16B111323: União das freguesias de Carvoeira e Carmões;802;247;457;70;28;
;16B111324: União das freguesias de Dois Portos e Runa;1172;291;701;111;69;
;16B111325: União das freguesias de Maxial e Monte Redondo;1311;421;766;87;37;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;1185;293;765;83;44;
;16B111318: Ventosa;1440;425;869;98;48;
;16D: Região de Aveiro;46572;13130;29225;2735;1482;
;16D0101: Águeda;7364;2007;4713;451;193;
;16D010103: Aguada de Cima;825;187;545;63;30;
;16D010109: Fermentelos;461;132;306;16;7;
;16D010112: Macinhata do Vouga;446;136;273;25;12;
;16D010121: União das freguesias de Águeda e Borralha;760;239;472;31;18;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;581;124;388;41;28;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;916;232;612;60;12;
;16D010124: União das freguesias de Recardães e Espinhel;766;213;464;78;11;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;852;251;547;36;18;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;671;160;453;37;21;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;447;154;264;18;11;
;16D010119: Valongo do Vouga;639;179;389;46;25;
;16D0102: Albergaria-a-Velha;3374;1064;2104;138;68;
;16D010209: Albergaria-a-Velha e Valmaior;354;99;233;10;12;
;16D010202: Alquerubim;624;266;325;15;18;
;16D010203: Angeja;547;189;327;22;9;
;16D010204: Branca;531;135;349;36;11;
;16D010206: Ribeira de Fráguas;174;38;118;12;6;
;16D010210: São João de Loure e Frossos;1144;337;752;43;12;
;16D0103: Anadia;8385;2199;5021;636;529;
;16D010304: Avelãs de Caminho;110;22;68;13;7;
;16D010305: Avelãs de Cima;881;192;546;48;95;
;16D010307: Moita;532;128;332;43;29;
;16D010309: Sangalhos;664;147;422;54;41;
;16D010310: São Lourenço do Bairro;1220;348;728;74;70;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;1655;494;928;135;98;
;16D010317: União das freguesias de Arcos e Mogofores;317;64;166;53;34;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;1054;300;609;102;43;
;16D010312: Vila Nova de Monsarros;256;70;172;5;9;
;16D010313: Vilarinho do Bairro;1696;434;1050;109;103;
;16D0105: Aveiro;3934;1185;2472;197;80;
;16D010501: Aradas;410;120;255;19;16;
;16D010502: Cacia;652;183;410;41;18;
;16D010515: Eixo e Eirol;747;221;489;25;12;
;16D010505: Esgueira;330;102;194;27;7;
;16D010508: Oliveirinha;544;174;334;27;9;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;963;307;609;40;7;
;16D010513: Santa Joana;157;39;108;7;3;
;16D010510: São Bernardo;83;27;44;9;3;
;16D010511: São Jacinto;7;2;4;- -;1;
;16D010517: União das freguesias de Glória e Vera Cruz;41;10;25;2;4;
;16D0108: Estarreja;3977;917;2710;244;106;
;16D010801: Avanca;758;130;520;69;39;
;16D010805: Pardilhó;357;114;213;21;9;
;16D010806: Salreu;712;178;506;24;4;
;16D010808: União das freguesias de Beduído e Veiros;1217;239;855;83;40;
;16D010809: União das freguesias de Canelas e Fermelã;933;256;616;47;14;
;16D0110: Ílhavo;924;349;513;44;18;
;16D011005: Gafanha da Encarnação;179;54;110;14;1;
;16D011006: Gafanha da Nazaré;17;9;5;3;- -;
;16D011007: Gafanha do Carmo;160;72;86;2;- -;
;16D011008: Ílhavo (São Salvador);568;214;312;25;17;
;16D0112: Murtosa;1479;466;883;89;41;
;16D011201: Bunheiro;892;307;511;48;26;
;16D011202: Monte;76;24;45;5;2;
;16D011203: Murtosa;242;58;163;16;5;
;16D011204: Torreira;269;77;164;20;8;
;16D0114: Oliveira do Bairro;5224;1455;3213;319;237;
;16D011403: Oiã;1998;592;1212;123;71;
;16D011404: Oliveira do Bairro;840;217;541;51;31;
;16D011405: Palhaça;589;186;357;32;14;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;1797;460;1103;113;121;
;16D0115: Ovar;2547;674;1693;138;42;
;16D011502: Cortegaça;16;4;12;- -;- -;
;16D011503: Esmoriz;54;13;34;6;1;
;16D011504: Maceda;221;51;146;18;6;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;1457;433;934;75;15;
;16D011507: Válega;799;173;567;39;20;
;16D0117: Sever do Vouga;2487;671;1638;138;40;
;16D011702: Couto de Esteves;548;153;361;30;4;
;16D011704: Pessegueiro do Vouga;38;5;30;1;2;
;16D011705: Rocas do Vouga;685;188;451;40;6;
;16D011706: Sever do Vouga;124;29;80;12;3;
;16D011708: Talhadas;353;118;212;18;5;
;16D011710: União das freguesias de Cedrim e Paradela;290;44;222;17;7;
;16D011711: União das freguesias de Silva Escura e Dornelas;449;134;282;20;13;
;16D0118: Vagos;6877;2143;4265;341;128;
;16D011801: Calvão;709;260;391;40;18;
;16D011804: Gafanha da Boa Hora;537;188;332;12;5;
;16D011805: Ouca;732;200;471;43;18;
;16D011810: Santo André de Vagos;687;257;391;28;11;
;16D011807: Sosa;781;221;524;18;18;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;1419;417;910;75;17;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;1013;341;611;48;13;
;16D011814: União das freguesias de Vagos e Santo António;999;259;635;77;28;
;16E: Região de Coimbra;79591;24300;47007;5444;2840;
;16E0601: Arganil;2585;925;1531;84;45;
;16E060102: Arganil;277;88;175;9;5;
;16E060104: Benfeita;115;47;61;2;5;
;16E060105: Celavisa;67;22;44;1;- -;
;16E060109: Folques;107;58;39;8;2;
;16E060111: Piódão;104;36;66;1;1;
;16E060112: Pomares;118;16;98;3;1;
;16E060113: Pombeiro da Beira;377;145;211;15;6;
;16E060114: São Martinho da Cortiça;495;148;329;11;7;
;16E060115: Sarzedo;122;32;80;6;4;
;16E060116: Secarias;55;17;35;2;1;
;16E060119: União das freguesias de Cepos e Teixeira;135;60;71;4;- -;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;97;40;52;2;3;
;16E060121: União das freguesias de Côja e Barril de Alva;242;111;114;11;6;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;274;105;156;9;4;
;16E0602: Cantanhede;14411;4271;8667;965;508;
;16E060201: Ançã;777;245;406;83;43;
;16E060203: Cadima;1509;463;959;56;31;
;16E060205: Cordinhã;888;263;531;64;30;
